dataset,spectrum_id,query_id,model,candidate_id,candidate_smiles,candidate_inchikey,candidate_formula,rank,score,true_inchikey,true_smiles,true_formula,is_correct,score_source,native_or_fallback,tool_version,command,error_message
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LSa1dd7afbe251,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,NOOCSNJCXJYGPE-UHFFFAOYSA-N,C14H11F3N2O2,1,0.4383820093217268,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LS05bfa8260f03,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,CWKFPEBMTGKLKX-UHFFFAOYSA-N,C19H12F4N2O2,2,0.2849556828074465,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,True,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LSc73434a7aaeb,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,C15H12F4N4O7S,3,0.2165495149114022,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LS10589d9b07fa,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,HWATZEJQIXKWQS-UHFFFAOYSA-N,C13H12F3N5O5S,4,0.1982115197984997,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LS262178839702,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,WYEHFWKAOXOVJD-UHFFFAOYSA-N,C19H11F5N2O2,5,0.1966709720532461,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LSfe86fa4ca2e0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,LPEPZBJOKDYZAD-UHFFFAOYSA-N,C14H10F3NO2,6,0.1777572456461019,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LS679d86b3c174,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,IQVNEKKDSLOHHK-FNCQTZNRSA-N,C25H24F6N4,7,0.1136895874037419,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LS539989968c68,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,YUVKUEAFAVKILW-UHFFFAOYSA-N,C15H12F3NO4,8,0.1083452015416687,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LScb22bd8a0b63,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N,C17H20F6N2O3,9,0.1035949478272552,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,CFM-ID,LSb6205fde9c32,Oc1cccc(C(F)(F)F)c1,UGEJOEBBMPOJMT-UHFFFAOYSA-N,C7H5F3O,10,0.1033183071661851,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LS51bd4097bb2c,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-N,C8H5F11O2,1,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LS77f5e1d7895f,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ACEKLXZRZOWKRY-UHFFFAOYSA-N,C5HF11O3S,2,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LSe6d1311766b0,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,AFDRCEOKCOUICI-UHFFFAOYSA-N,C7H2F12O4,3,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LSa3b3b9e2fb12,NS(=O)(=O)c1ccccc1C(F)(F)F,AFFPZJFLSDVZBV-UHFFFAOYSA-N,C7H6F3NO2S,4,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LS20546f802a80,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AJMAYLFJZQYRHN-UHFFFAOYSA-N,C12H5F21O3S,5,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LSecabdd7c312a,O=c1[nH]cc(C(F)(F)F)cc1Cl,AJPOOWWMZOPUCG-UHFFFAOYSA-N,C6H3ClF3NO,6,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LS78fdfd0df801,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ALVYVCQIFHTIRD-UHFFFAOYSA-N,C10H5F17O3S,7,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LSdd7d6c4cf1ca,O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,ANKSFLDOVZNXOJ-UHFFFAOYSA-N,C18HF35O7,8,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LSdc28bed57f96,O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,AOWQKFDVSZMKPA-UHFFFAOYSA-N,C16H15F6N5O4S,9,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS05bfa8260f03,LS05bfa8260f03,SIRIUS,LS5bed4d26e0e8,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,C23H21F7N4O3,10,0.0,CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C19H12F4N2O2,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS3a7539258142,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,SXSGXWCSHSVPGB-UHFFFAOYSA-N,C18H12F5N3O,1,0.2922567143963638,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,True,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS93b740c77323,Oc1ccc(C(F)(F)F)cc1,BAYGVMXZJBFEMB-UHFFFAOYSA-N,C7H5F3O,2,0.20662115371325085,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LSc2098979cec6,CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,NYRMIJKDBAQCHC-UHFFFAOYSA-N,C18H14F3NO2,3,0.18096309336201427,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS1d13a00c9717,Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,GJRPAGNTTAPJCC-UHFFFAOYSA-N,C30H22ClF3N2O2,4,0.15630215497610617,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS9b73451be35a,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-UHFFFAOYSA-N,C14H9ClF3NO2,5,0.14408628314770905,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS0f74d3bfcb48,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,C14H9ClF3NO2,6,0.14272755015795446,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LSfe86fa4ca2e0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,LPEPZBJOKDYZAD-UHFFFAOYSA-N,C14H10F3NO2,7,0.13767607337997229,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LSe1d5c6fe7844,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],OFDYMSKSGFSLLM-UHFFFAOYSA-N,C11H13F3N4O4,8,0.13403372188673365,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS27116c3a47e9,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],RSVPPPHXAASNOL-UHFFFAOYSA-N,C13H17F3N4O4,9,0.13203106544531426,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,FragAnnotor,LS32f83e582fa2,O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,AOWQKFDVSZMKPA-UHFFFAOYSA-N,C16H15F6N5O4S,10,0.12644869186224394,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LS3a7539258142,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,SXSGXWCSHSVPGB-UHFFFAOYSA-N,C18H12F5N3O,1,0.3790744240240095,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,True,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LSc2098979cec6,CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,NYRMIJKDBAQCHC-UHFFFAOYSA-N,C18H14F3NO2,2,0.2222428949018591,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LS93b740c77323,Oc1ccc(C(F)(F)F)cc1,BAYGVMXZJBFEMB-UHFFFAOYSA-N,C7H5F3O,3,0.2075702201176943,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LSa942a2c696ad,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],OFDYMSKSGFSLLM-UHFFFAOYSA-N,C11H13F3N4O4,4,0.0979548767927505,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LS8774366b37a1,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N,C15H14F3N3O4S2,5,0.0742301064423619,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LSe83730488047,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,IMEVJVISCHQJRM-UHFFFAOYSA-N,C17H19F3N6O6S,6,0.064245503288079,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LSaa4787e86678,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N,C17H20F6N2O3,7,0.0579981381142169,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS08e056b319e1,LS08e056b319e1,CFM-ID,LSea7bee6e6be9,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,GOCUAJYOYBLQRH-UHFFFAOYSA-N,C15H11ClF3NO4,8,0.0568805628472396,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
