query_id,candidate_id,is_true_candidate,score,rank,candidate_count,top1_correct,top5_correct,top10_correct,reciprocal_rank,score_policy
49,CASMI_MOL_1196840,True,0.8484172108432964,1,729,True,True,True,1.0,fragannotor_formal_component_score
50,CASMI_MOL_1196841,True,0.819138707834743,981,1506,False,False,False,0.0010193679918450561,fragannotor_formal_component_score
51,CASMI_MOL_1196842,True,0.196197228714244,49,558,False,False,False,0.02040816326530612,fragannotor_formal_component_score
52,CASMI_MOL_1196843,True,0.8475601125755758,1,2001,True,True,True,1.0,fragannotor_formal_component_score
53,CASMI_MOL_1196844,True,0.8566664352376845,1,1206,True,True,True,1.0,fragannotor_formal_component_score
54,CASMI_MOL_1196845,True,0.893198271804753,1,2001,True,True,True,1.0,fragannotor_formal_component_score
55,CASMI_MOL_1196846,True,0.8482113180156711,1,2001,True,True,True,1.0,fragannotor_formal_component_score
56,CASMI_MOL_1196828,True,0.8523986317587714,1,2001,True,True,True,1.0,fragannotor_formal_component_score
57,CASMI_MOL_1196848,True,0.8694021455165862,1,2001,True,True,True,1.0,fragannotor_formal_component_score
58,CASMI_MOL_1196849,True,0.8967468973315127,1,2001,True,True,True,1.0,fragannotor_formal_component_score
59,CASMI_MOL_1196850,True,0.848137222877307,1,2001,True,True,True,1.0,fragannotor_formal_component_score
60,CASMI_MOL_1196851,True,0.847618867061982,1,2001,True,True,True,1.0,fragannotor_formal_component_score
61,CASMI_MOL_1196853,True,0.8524015789218881,1,2001,True,True,True,1.0,fragannotor_formal_component_score
62,CASMI_MOL_1196854,True,0.8479990307729541,1,2001,True,True,True,1.0,fragannotor_formal_component_score
63,CASMI_MOL_1196855,True,0.9261250841646426,1,2001,True,True,True,1.0,fragannotor_formal_component_score
64,CASMI_MOL_1196856,True,0.8469656852238016,1,817,True,True,True,1.0,fragannotor_formal_component_score
65,CASMI_MOL_1196857,True,0.6932993682909163,1,2001,True,True,True,1.0,fragannotor_formal_component_score
66,CASMI_MOL_1196858,True,0.8473734020185135,1,2001,True,True,True,1.0,fragannotor_formal_component_score
67,CASMI_MOL_1196859,True,0.7483093822906218,3,2001,False,True,True,0.3333333333333333,fragannotor_formal_component_score
68,CASMI_MOL_1196860,True,0.9014748632899277,1,1511,True,True,True,1.0,fragannotor_formal_component_score
69,CASMI_MOL_1196861,True,0.8472971220603221,1,2001,True,True,True,1.0,fragannotor_formal_component_score
70,CASMI_MOL_1196862,True,0.8489191082603312,1,2001,True,True,True,1.0,fragannotor_formal_component_score
71,CASMI_MOL_1196863,True,0.8737434726341253,1,2001,True,True,True,1.0,fragannotor_formal_component_score
72,CASMI_MOL_1196864,True,0.8593922477555984,1,2001,True,True,True,1.0,fragannotor_formal_component_score
73,CASMI_MOL_1196865,True,0.8525618379766314,1,2001,True,True,True,1.0,fragannotor_formal_component_score
74,CASMI_MOL_1196866,True,0.8494021458096402,1,2001,True,True,True,1.0,fragannotor_formal_component_score
75,CASMI_MOL_1196867,True,0.8483948565140598,1,2001,True,True,True,1.0,fragannotor_formal_component_score
76,CASMI_MOL_1196812,True,0.8471664340314441,1916,2001,False,False,False,0.0005219206680584551,fragannotor_formal_component_score
77,CASMI_MOL_1196868,True,0.8473949416686029,1,2001,True,True,True,1.0,fragannotor_formal_component_score
78,CASMI_MOL_1196869,True,0.8722649963954817,1,787,True,True,True,1.0,fragannotor_formal_component_score
79,CASMI_MOL_1196870,True,0.8463716742218768,1,2001,True,True,True,1.0,fragannotor_formal_component_score
80,CASMI_MOL_1196871,True,0.8626969591247354,1,2001,True,True,True,1.0,fragannotor_formal_component_score
81,CASMI_MOL_1196872,True,0.1976385174489777,36,276,False,False,False,0.027777777777777776,fragannotor_formal_component_score
82,CASMI_MOL_1196873,True,0.8711490168670882,1,2001,True,True,True,1.0,fragannotor_formal_component_score
83,CASMI_MOL_1196874,True,0.8543044423834414,1,2001,True,True,True,1.0,fragannotor_formal_component_score
84,CASMI_MOL_1196852,True,0.86195475182609,1,2001,True,True,True,1.0,fragannotor_formal_component_score
85,CASMI_MOL_1196834,True,0.8099036284018228,1,2001,True,True,True,1.0,fragannotor_formal_component_score
86,CASMI_MOL_1196875,True,0.8487475149272656,1,2001,True,True,True,1.0,fragannotor_formal_component_score
87,CASMI_MOL_1196876,True,0.8526967843697071,1,2001,True,True,True,1.0,fragannotor_formal_component_score
88,CASMI_MOL_1196877,True,0.1956631528503651,246,2001,False,False,False,0.0040650406504065045,fragannotor_formal_component_score
89,CASMI_MOL_1196805,True,0.8734228670026306,1,2001,True,True,True,1.0,fragannotor_formal_component_score
90,CASMI_MOL_1196878,True,0.8495011897615667,1,1959,True,True,True,1.0,fragannotor_formal_component_score
91,CASMI_MOL_1196847,True,0.8756270399441543,1,2001,True,True,True,1.0,fragannotor_formal_component_score
92,CASMI_MOL_1196880,True,0.8475724348128437,1,1729,True,True,True,1.0,fragannotor_formal_component_score
93,CASMI_MOL_1196881,True,0.8479833623038833,1,2001,True,True,True,1.0,fragannotor_formal_component_score
94,CASMI_MOL_1196882,True,0.8119318756800185,1,347,True,True,True,1.0,fragannotor_formal_component_score
95,CASMI_MOL_1196883,True,0.8476151697735113,1,1877,True,True,True,1.0,fragannotor_formal_component_score
96,CASMI_MOL_1196884,True,0.8476032651545224,1,2001,True,True,True,1.0,fragannotor_formal_component_score
97,CASMI_MOL_1196885,True,0.8594869298292139,1,2001,True,True,True,1.0,fragannotor_formal_component_score
98,CASMI_MOL_1196886,True,0.4755083098126449,1844,2001,False,False,False,0.0005422993492407809,fragannotor_formal_component_score
99,CASMI_MOL_1196887,True,0.8490228320192683,1,2001,True,True,True,1.0,fragannotor_formal_component_score
100,CASMI_MOL_1196888,True,0.8483626509554255,1,2001,True,True,True,1.0,fragannotor_formal_component_score
101,CASMI_MOL_1196890,True,0.8786754916343642,1,2001,True,True,True,1.0,fragannotor_formal_component_score
102,CASMI_MOL_1196891,True,0.8469573112952411,1,2001,True,True,True,1.0,fragannotor_formal_component_score
103,CASMI_MOL_1196892,True,0.92291427193688,1,678,True,True,True,1.0,fragannotor_formal_component_score
104,CASMI_MOL_1196893,True,0.8493797094263493,1,2001,True,True,True,1.0,fragannotor_formal_component_score
105,CASMI_MOL_1196894,True,0.8465063267219034,1,2001,True,True,True,1.0,fragannotor_formal_component_score
106,CASMI_MOL_1196895,True,0.8570900994157148,1,2001,True,True,True,1.0,fragannotor_formal_component_score
107,CASMI_MOL_1196896,True,0.8549849081990722,1,2001,True,True,True,1.0,fragannotor_formal_component_score
108,CASMI_MOL_1196899,True,0.8703724600753193,1,2001,True,True,True,1.0,fragannotor_formal_component_score
109,CASMI_MOL_1196900,True,0.8495723149954779,1,2001,True,True,True,1.0,fragannotor_formal_component_score
110,CASMI_MOL_1196901,True,0.9217815363941088,1,824,True,True,True,1.0,fragannotor_formal_component_score
111,CASMI_MOL_1196902,True,0.8488275563820712,1,2001,True,True,True,1.0,fragannotor_formal_component_score
112,CASMI_MOL_1196903,True,0.8509503484140644,1,2001,True,True,True,1.0,fragannotor_formal_component_score
113,CASMI_MOL_1196905,True,0.8477744426973526,1,2001,True,True,True,1.0,fragannotor_formal_component_score
114,CASMI_MOL_1196906,True,0.1969854893184102,28,689,False,False,False,0.03571428571428571,fragannotor_formal_component_score
115,CASMI_MOL_1196907,True,0.8474264212493944,1,1876,True,True,True,1.0,fragannotor_formal_component_score
116,CASMI_MOL_1196909,True,0.8554811107763196,1,2001,True,True,True,1.0,fragannotor_formal_component_score
117,CASMI_MOL_1196910,True,0.8482157178917348,1,2001,True,True,True,1.0,fragannotor_formal_component_score
118,CASMI_MOL_1196911,True,0.751267797783755,166,2001,False,False,False,0.006024096385542169,fragannotor_formal_component_score
119,CASMI_MOL_1196912,True,0.508200159892324,684,2001,False,False,False,0.0014619883040935672,fragannotor_formal_component_score
120,CASMI_MOL_1196913,True,0.8580639543504125,1,2001,True,True,True,1.0,fragannotor_formal_component_score
121,CASMI_MOL_1196918,True,0.8485358109944652,1,2001,True,True,True,1.0,fragannotor_formal_component_score
122,CASMI_MOL_1196919,True,0.8492847887338579,1,2001,True,True,True,1.0,fragannotor_formal_component_score
123,CASMI_MOL_1196920,True,0.8490364129516506,1,2001,True,True,True,1.0,fragannotor_formal_component_score
124,CASMI_MOL_1196921,True,0.8478504478342684,1,2001,True,True,True,1.0,fragannotor_formal_component_score
125,CASMI_MOL_1196922,True,0.8830387963863933,1,2001,True,True,True,1.0,fragannotor_formal_component_score
126,CASMI_MOL_1196923,True,0.8477785172516799,1,2001,True,True,True,1.0,fragannotor_formal_component_score
127,CASMI_MOL_1196924,True,0.8469784662901414,1,1657,True,True,True,1.0,fragannotor_formal_component_score
128,CASMI_MOL_1196925,True,0.8536990008889317,1,2001,True,True,True,1.0,fragannotor_formal_component_score
129,CASMI_MOL_1196897,True,0.8490981514470407,1,2001,True,True,True,1.0,fragannotor_formal_component_score
130,CASMI_MOL_1196926,True,0.8610205209006756,1,2001,True,True,True,1.0,fragannotor_formal_component_score
131,CASMI_MOL_1196928,True,0.8530695922519498,1,2001,True,True,True,1.0,fragannotor_formal_component_score
132,CASMI_MOL_1196929,True,0.8495064029396817,1,2001,True,True,True,1.0,fragannotor_formal_component_score
133,CASMI_MOL_1196930,True,0.2076103392159927,19,2001,False,False,False,0.05263157894736842,fragannotor_formal_component_score
134,CASMI_MOL_1196932,True,0.8673763090621454,1,2001,True,True,True,1.0,fragannotor_formal_component_score
135,CASMI_MOL_1196933,True,0.6130373414723679,117,2001,False,False,False,0.008547008547008548,fragannotor_formal_component_score
136,CASMI_MOL_1196934,True,0.8484668423032222,1,2001,True,True,True,1.0,fragannotor_formal_component_score
137,CASMI_MOL_1196935,True,0.8485139212085917,1,2001,True,True,True,1.0,fragannotor_formal_component_score
138,CASMI_MOL_1196936,True,0.8481099847756874,1,2001,True,True,True,1.0,fragannotor_formal_component_score
139,CASMI_MOL_1196937,True,0.1989217301216106,13,631,False,False,False,0.07692307692307693,fragannotor_formal_component_score
140,CASMI_MOL_1196939,True,0.848136386555763,1,2001,True,True,True,1.0,fragannotor_formal_component_score
141,CASMI_MOL_1196941,True,0.8825674766874475,1,2001,True,True,True,1.0,fragannotor_formal_component_score
142,CASMI_MOL_1196942,True,0.8493761590637683,1,2001,True,True,True,1.0,fragannotor_formal_component_score
143,CASMI_MOL_1196943,True,0.1981916154968256,79,2001,False,False,False,0.012658227848101266,fragannotor_formal_component_score
144,CASMI_MOL_1196944,True,0.8489720393791323,1,2001,True,True,True,1.0,fragannotor_formal_component_score
145,CASMI_MOL_1196938,True,0.1990242252176035,7,316,False,False,True,0.14285714285714285,fragannotor_formal_component_score
146,CASMI_MOL_1196945,True,0.1977342128658447,200,1277,False,False,False,0.005,fragannotor_formal_component_score
147,CASMI_MOL_1196946,True,0.8489358223618257,1,2001,True,True,True,1.0,fragannotor_formal_component_score
148,CASMI_MOL_1196947,True,0.8477736458131522,1,2001,True,True,True,1.0,fragannotor_formal_component_score
149,CASMI_MOL_1196948,True,0.8473994770222567,1,2001,True,True,True,1.0,fragannotor_formal_component_score
150,CASMI_MOL_1196949,True,0.7918242684706239,1,2001,True,True,True,1.0,fragannotor_formal_component_score
151,CASMI_MOL_1196950,True,0.8669138976542173,1,1793,True,True,True,1.0,fragannotor_formal_component_score
152,CASMI_MOL_1196951,True,0.8497370167623525,1,2001,True,True,True,1.0,fragannotor_formal_component_score
153,CASMI_MOL_1196952,True,0.8495970611819479,1,2001,True,True,True,1.0,fragannotor_formal_component_score
154,CASMI_MOL_1196953,True,0.8491501731005641,1,2001,True,True,True,1.0,fragannotor_formal_component_score
155,CASMI_MOL_1196954,True,0.2440901544444575,613,2001,False,False,False,0.0016313213703099511,fragannotor_formal_component_score
156,CASMI_MOL_1196955,True,0.850387660149737,1,2001,True,True,True,1.0,fragannotor_formal_component_score
157,CASMI_MOL_1196956,True,0.878387296128298,1,2001,True,True,True,1.0,fragannotor_formal_component_score
158,CASMI_MOL_1196958,True,0.4959837970275798,4,2001,False,True,True,0.25,fragannotor_formal_component_score
159,CASMI_MOL_1196914,True,0.8556652777645545,1,2001,True,True,True,1.0,fragannotor_formal_component_score
160,CASMI_MOL_1196959,True,0.8482860139361645,1,658,True,True,True,1.0,fragannotor_formal_component_score
161,CASMI_MOL_1196960,True,0.8492943433110736,1,2001,True,True,True,1.0,fragannotor_formal_component_score
162,CASMI_MOL_1196961,True,0.1956184458170702,49,529,False,False,False,0.02040816326530612,fragannotor_formal_component_score
163,CASMI_MOL_1196962,True,0.1959777015691154,30,361,False,False,False,0.03333333333333333,fragannotor_formal_component_score
164,CASMI_MOL_1196963,True,0.8494971215562988,1,2001,True,True,True,1.0,fragannotor_formal_component_score
165,CASMI_MOL_1196937,True,0.1985818306587081,51,631,False,False,False,0.0196078431372549,fragannotor_formal_component_score
166,CASMI_MOL_1196964,True,0.8697245844582758,1,2001,True,True,True,1.0,fragannotor_formal_component_score
167,CASMI_MOL_1196965,True,0.9056742538679532,1,2001,True,True,True,1.0,fragannotor_formal_component_score
168,CASMI_MOL_1196966,True,0.8517879737148392,1,2001,True,True,True,1.0,fragannotor_formal_component_score
169,CASMI_MOL_1196967,True,0.19923952788096,58,2001,False,False,False,0.017241379310344827,fragannotor_formal_component_score
170,CASMI_MOL_1196898,True,0.8495544269405542,1,2001,True,True,True,1.0,fragannotor_formal_component_score
171,CASMI_MOL_1196968,True,0.1963119550369545,295,1728,False,False,False,0.003389830508474576,fragannotor_formal_component_score
172,CASMI_MOL_1196879,True,0.8510088083539775,1,1959,True,True,True,1.0,fragannotor_formal_component_score
173,CASMI_MOL_1196969,True,0.848934362576243,1,2001,True,True,True,1.0,fragannotor_formal_component_score
174,CASMI_MOL_1196970,True,0.1974440406831795,22,388,False,False,False,0.045454545454545456,fragannotor_formal_component_score
175,CASMI_MOL_1196971,True,0.84994238555135,1,2001,True,True,True,1.0,fragannotor_formal_component_score
176,CASMI_MOL_1196972,True,0.8476480111150315,1,2001,True,True,True,1.0,fragannotor_formal_component_score
177,CASMI_MOL_1196973,True,0.2159775241754706,20,336,False,False,False,0.05,fragannotor_formal_component_score
178,CASMI_MOL_1196974,True,0.1738112164588255,738,2001,False,False,False,0.0013550135501355014,fragannotor_formal_component_score
179,CASMI_MOL_1196975,True,0.8733692779741575,1,2001,True,True,True,1.0,fragannotor_formal_component_score
180,CASMI_MOL_1196976,True,0.8481054839394853,1,2001,True,True,True,1.0,fragannotor_formal_component_score
181,CASMI_MOL_1196915,True,0.8627032551963921,1,2001,True,True,True,1.0,fragannotor_formal_component_score
182,CASMI_MOL_1196977,True,0.8474946283014393,1,826,True,True,True,1.0,fragannotor_formal_component_score
183,CASMI_MOL_1196931,True,0.2207045679030388,17,2001,False,False,False,0.058823529411764705,fragannotor_formal_component_score
184,CASMI_MOL_1196978,True,0.1986891977885222,6,219,False,False,True,0.16666666666666666,fragannotor_formal_component_score
185,CASMI_MOL_1196979,True,0.8898672341449684,1,2001,True,True,True,1.0,fragannotor_formal_component_score
186,CASMI_MOL_1196980,True,0.8638746172041426,1,2001,True,True,True,1.0,fragannotor_formal_component_score
187,CASMI_MOL_1196981,True,0.8710582115422495,1,2001,True,True,True,1.0,fragannotor_formal_component_score
188,CASMI_MOL_1196982,True,0.8470286782753318,1,2001,True,True,True,1.0,fragannotor_formal_component_score
189,CASMI_MOL_1196983,True,0.8494263474584995,328,2001,False,False,False,0.003048780487804878,fragannotor_formal_component_score
190,CASMI_MOL_1196940,True,0.8507634350774708,1,2001,True,True,True,1.0,fragannotor_formal_component_score
191,CASMI_MOL_1196908,True,0.8482370922985797,1,1876,True,True,True,1.0,fragannotor_formal_component_score
192,CASMI_MOL_1196984,True,0.8468324867414256,153,735,False,False,False,0.006535947712418301,fragannotor_formal_component_score
193,CASMI_MOL_1196985,True,0.8529399850029424,287,2001,False,False,False,0.003484320557491289,fragannotor_formal_component_score
194,CASMI_MOL_1196986,True,0.846890688115528,775,2001,False,False,False,0.0012903225806451613,fragannotor_formal_component_score
195,CASMI_MOL_1196987,True,0.1985937324307727,252,1274,False,False,False,0.003968253968253968,fragannotor_formal_component_score
196,CASMI_MOL_1196988,True,0.8078665841103029,264,2001,False,False,False,0.003787878787878788,fragannotor_formal_component_score
197,CASMI_MOL_1196989,True,0.0,1202,1202,False,False,False,0.0008319467554076539,fragannotor_formal_component_score
198,CASMI_MOL_1196990,True,0.8492734049708012,1182,2001,False,False,False,0.0008460236886632825,fragannotor_formal_component_score
199,CASMI_MOL_1196991,True,0.4794886778057444,372,2001,False,False,False,0.002688172043010753,fragannotor_formal_component_score
200,CASMI_MOL_1196992,True,0.1965867699738366,392,510,False,False,False,0.002551020408163265,fragannotor_formal_component_score
201,CASMI_MOL_1196993,True,0.8913381333341075,954,2001,False,False,False,0.0010482180293501049,fragannotor_formal_component_score
202,CASMI_MOL_1196994,True,0.8489258877977532,283,2001,False,False,False,0.0035335689045936395,fragannotor_formal_component_score
203,CASMI_MOL_1196889,True,0.8655584623409898,1,2001,True,True,True,1.0,fragannotor_formal_component_score
204,CASMI_MOL_1196995,True,0.8467194478806277,246,2001,False,False,False,0.0040650406504065045,fragannotor_formal_component_score
205,CASMI_MOL_1196996,True,0.8694454445083397,1411,2001,False,False,False,0.0007087172218284905,fragannotor_formal_component_score
206,CASMI_MOL_1196927,True,0.2208947948111627,261,2001,False,False,False,0.0038314176245210726,fragannotor_formal_component_score
207,CASMI_MOL_1196997,True,0.8551127829520303,893,2001,False,False,False,0.0011198208286674132,fragannotor_formal_component_score
208,CASMI_MOL_1196916,True,0.8576486065879911,1,2001,True,True,True,1.0,fragannotor_formal_component_score
209,CASMI_MOL_1196904,True,0.8490821966231225,1,2001,True,True,True,1.0,fragannotor_formal_component_score
210,CASMI_MOL_1196998,True,0.8717407778214696,1942,2001,False,False,False,0.0005149330587023687,fragannotor_formal_component_score
211,CASMI_MOL_1196999,True,0.8680735270349588,1938,2001,False,False,False,0.0005159958720330237,fragannotor_formal_component_score
212,CASMI_MOL_1197000,True,0.849009701181355,1984,2001,False,False,False,0.0005040322580645161,fragannotor_formal_component_score
213,CASMI_MOL_1197001,True,0.8479393411421464,361,2001,False,False,False,0.002770083102493075,fragannotor_formal_component_score
214,CASMI_MOL_1197002,True,0.8640955178754416,599,1846,False,False,False,0.001669449081803005,fragannotor_formal_component_score
215,CASMI_MOL_1197003,True,0.8489512253547475,542,2001,False,False,False,0.0018450184501845018,fragannotor_formal_component_score
216,CASMI_MOL_1197004,True,0.8591041788347996,598,2001,False,False,False,0.0016722408026755853,fragannotor_formal_component_score
217,CASMI_MOL_1197005,True,0.8486634891673583,205,2001,False,False,False,0.004878048780487805,fragannotor_formal_component_score
218,CASMI_MOL_1197006,True,0.8707295644392241,925,2001,False,False,False,0.001081081081081081,fragannotor_formal_component_score
219,CASMI_MOL_1197007,True,0.8511902841109915,1135,2001,False,False,False,0.000881057268722467,fragannotor_formal_component_score
220,CASMI_MOL_1196917,True,0.8511803632715975,1,2001,True,True,True,1.0,fragannotor_formal_component_score
221,CASMI_MOL_1197008,True,0.8479224496022867,387,2001,False,False,False,0.002583979328165375,fragannotor_formal_component_score
222,CASMI_MOL_1197009,True,0.8471042632568361,349,2001,False,False,False,0.0028653295128939827,fragannotor_formal_component_score
223,CASMI_MOL_1197010,True,0.8471954654634268,473,2001,False,False,False,0.0021141649048625794,fragannotor_formal_component_score
224,CASMI_MOL_1197011,True,0.8582653360014909,201,2001,False,False,False,0.004975124378109453,fragannotor_formal_component_score
225,CASMI_MOL_1197012,True,0.8652947018808723,214,2001,False,False,False,0.004672897196261682,fragannotor_formal_component_score
226,CASMI_MOL_1197013,True,0.8597141333354363,1256,2001,False,False,False,0.0007961783439490446,fragannotor_formal_component_score
227,CASMI_MOL_1197014,True,0.8475752192029234,734,1329,False,False,False,0.0013623978201634877,fragannotor_formal_component_score
228,CASMI_MOL_1196957,True,0.8498821351981705,1,2001,True,True,True,1.0,fragannotor_formal_component_score
0,CASMI_MOL_1196787,True,0.993541624279105,53,1241,False,False,False,0.018867924528301886,precursor_mass_consistency_score
1,CASMI_MOL_1196788,True,0.9950396239131202,32,2001,False,False,False,0.03125,precursor_mass_consistency_score
2,CASMI_MOL_1196789,True,0.9895742969402856,211,2001,False,False,False,0.004739336492890996,precursor_mass_consistency_score
3,CASMI_MOL_1196790,True,0.9775191355469234,675,2001,False,False,False,0.0014814814814814814,precursor_mass_consistency_score
4,CASMI_MOL_1196791,True,0.9810284895921526,188,2001,False,False,False,0.005319148936170213,precursor_mass_consistency_score
5,CASMI_MOL_1196792,True,0.9712249593150318,345,1074,False,False,False,0.002898550724637681,precursor_mass_consistency_score
6,CASMI_MOL_1196793,True,0.9943042385159944,1,1524,True,True,True,1.0,precursor_mass_consistency_score
7,CASMI_MOL_1196794,True,0.9922799629820536,5,2001,False,True,True,0.2,precursor_mass_consistency_score
8,CASMI_MOL_1196795,True,0.9917079322202624,333,1910,False,False,False,0.003003003003003003,precursor_mass_consistency_score
9,CASMI_MOL_1196796,True,0.9928966060870112,73,2001,False,False,False,0.0136986301369863,precursor_mass_consistency_score
10,CASMI_MOL_1196797,True,0.992517980144441,74,2001,False,False,False,0.013513513513513514,precursor_mass_consistency_score
11,CASMI_MOL_1196798,True,0.9661553031372588,340,2001,False,False,False,0.0029411764705882353,precursor_mass_consistency_score
12,CASMI_MOL_1196799,True,0.9947137623393492,1,2001,True,True,True,1.0,precursor_mass_consistency_score
13,CASMI_MOL_1196800,True,0.949537222998072,65,548,False,False,False,0.015384615384615385,precursor_mass_consistency_score
14,CASMI_MOL_1196801,True,0.9850593941864256,214,2001,False,False,False,0.004672897196261682,precursor_mass_consistency_score
15,CASMI_MOL_1196802,True,0.9684282764912326,393,2001,False,False,False,0.002544529262086514,precursor_mass_consistency_score
16,CASMI_MOL_1196803,True,0.9875646282165816,1,103,True,True,True,1.0,precursor_mass_consistency_score
17,CASMI_MOL_1196804,True,0.9928701155581072,1,2001,True,True,True,1.0,precursor_mass_consistency_score
18,CASMI_MOL_1196806,True,0.9983444619360442,1,2001,True,True,True,1.0,precursor_mass_consistency_score
19,CASMI_MOL_1196807,True,0.9887501459826238,9,2001,False,False,True,0.1111111111111111,precursor_mass_consistency_score
