supported_index,spec_id,query_mol_id,adduct,precursor_mz,candidate_count,rank_output_file,status
32,46,1196837,[M+H]+,145.075823480782,960,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_46/cfmid_precomputed_ranked_46.txt,pending_candidate_spectra
33,48,1196839,[M+H]+,429.226698960775,9066,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_48/cfmid_precomputed_ranked_48.txt,pending_candidate_spectra
34,50,1196841,[M+H]+,173.047241210938,1506,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_50/cfmid_precomputed_ranked_50.txt,pending_candidate_spectra
35,51,1196842,[M+H]+,739.243161879911,558,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_51/cfmid_precomputed_ranked_51.txt,pending_candidate_spectra
36,53,1196844,[M+H]+,98.096313476563,1206,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_53/cfmid_precomputed_ranked_53.txt,pending_candidate_spectra
37,54,1196845,[M+H]+,212.081565615679,6814,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_54/cfmid_precomputed_ranked_54.txt,pending_candidate_spectra
38,55,1196846,[M+H]+,349.200553291463,9288,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_55/cfmid_precomputed_ranked_55.txt,pending_candidate_spectra
39,56,1196828,[M+H]+,267.158989552775,9532,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_56/cfmid_precomputed_ranked_56.txt,pending_candidate_spectra
40,58,1196849,[M+H]+,127.075180638479,2999,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_58/cfmid_precomputed_ranked_58.txt,pending_candidate_spectra
41,59,1196850,[M+H]+,228.231926090935,9219,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_59/cfmid_precomputed_ranked_59.txt,pending_candidate_spectra
42,60,1196851,[M+H]+,319.226352058803,7090,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_60/cfmid_precomputed_ranked_60.txt,pending_candidate_spectra
43,61,1196853,[M+H]+,485.216505310484,8027,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_61/cfmid_precomputed_ranked_61.txt,pending_candidate_spectra
44,64,1196856,[M+H]+,705.237865088362,817,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_64/cfmid_precomputed_ranked_64.txt,pending_candidate_spectra
45,65,1196857,[M+H]+,249.148315429688,9590,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_65/cfmid_precomputed_ranked_65.txt,pending_candidate_spectra
46,68,1196860,[M+H]+,114.127519082222,1511,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_68/cfmid_precomputed_ranked_68.txt,pending_candidate_spectra
47,69,1196861,[M+H]+,282.169477178943,9556,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_69/cfmid_precomputed_ranked_69.txt,pending_candidate_spectra
48,70,1196862,[M+H]+,331.189924191026,8926,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_70/cfmid_precomputed_ranked_70.txt,pending_candidate_spectra
49,71,1196863,[M+H]+,169.12214356171,9485,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_71/cfmid_precomputed_ranked_71.txt,pending_candidate_spectra
50,74,1196866,[M+H]+,144.138018811886,7251,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_74/cfmid_precomputed_ranked_74.txt,pending_candidate_spectra
51,75,1196867,[M+H]+,287.048180621777,4498,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_75/cfmid_precomputed_ranked_75.txt,pending_candidate_spectra
52,76,1196812,[M+H]+,305.247069182952,5745,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_76/cfmid_precomputed_ranked_76.txt,pending_candidate_spectra
53,77,1196868,[M+H]+,399.237181334685,8719,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_77/cfmid_precomputed_ranked_77.txt,pending_candidate_spectra
54,78,1196869,[M+H]+,103.086471920208,787,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_78/cfmid_precomputed_ranked_78.txt,pending_candidate_spectra
55,79,1196870,[M+H]+,330.205834046795,7821,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_79/cfmid_precomputed_ranked_79.txt,pending_candidate_spectra
56,80,1196871,[M+H]+,303.122479714061,7809,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_80/cfmid_precomputed_ranked_80.txt,pending_candidate_spectra
57,82,1196873,[M+H]+,140.106780463631,5788,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_82/cfmid_precomputed_ranked_82.txt,pending_candidate_spectra
58,83,1196874,[M+H]+,229.143216539695,9564,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_83/cfmid_precomputed_ranked_83.txt,pending_candidate_spectra
59,84,1196852,[M+H]+,319.226464781691,7090,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_84/cfmid_precomputed_ranked_84.txt,pending_candidate_spectra
60,87,1196876,[M+H]+,148.075452106098,2560,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_87/cfmid_precomputed_ranked_87.txt,pending_candidate_spectra
61,88,1196877,[M+H]+,489.123474121094,6054,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_88/cfmid_precomputed_ranked_88.txt,pending_candidate_spectra
62,89,1196805,[M+H]+,251.163883088621,9564,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_89/cfmid_precomputed_ranked_89.txt,pending_candidate_spectra
63,90,1196878,[M+H]+,337.273519236211,1959,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_90/cfmid_precomputed_ranked_90.txt,pending_candidate_spectra
64,93,1196881,[M+H]+,278.117219218254,9460,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_93/cfmid_precomputed_ranked_93.txt,pending_candidate_spectra
65,94,1196882,[M+H]+,531.4400905022,347,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_94/cfmid_precomputed_ranked_94.txt,pending_candidate_spectra
66,95,1196883,[M+H]+,589.299949560662,1877,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_95/cfmid_precomputed_ranked_95.txt,pending_candidate_spectra
67,96,1196884,[M+H]+,421.2579102945,6683,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_96/cfmid_precomputed_ranked_96.txt,pending_candidate_spectra
68,98,1196886,[M+H]+,453.238635252155,9270,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_98/cfmid_precomputed_ranked_98.txt,pending_candidate_spectra
69,99,1196887,[M+H]+,455.1485326536,6863,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_99/cfmid_precomputed_ranked_99.txt,pending_candidate_spectra
70,100,1196888,[M+H]+,329.231892370686,6530,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_100/cfmid_precomputed_ranked_100.txt,pending_candidate_spectra
71,101,1196890,[M+H]+,265.106995360766,7839,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_101/cfmid_precomputed_ranked_101.txt,pending_candidate_spectra
72,102,1196891,[M+H]+,403.232045400965,4859,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_102/cfmid_precomputed_ranked_102.txt,pending_candidate_spectra
73,104,1196893,[M+H]+,249.078750610352,8559,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_104/cfmid_precomputed_ranked_104.txt,pending_candidate_spectra
74,105,1196894,[M+H]+,361.200375071837,9237,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_105/cfmid_precomputed_ranked_105.txt,pending_candidate_spectra
75,106,1196895,[M+H]+,297.107910928399,9491,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_106/cfmid_precomputed_ranked_106.txt,pending_candidate_spectra
76,107,1196896,[M+H]+,317.210886689853,8301,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_107/cfmid_precomputed_ranked_107.txt,pending_candidate_spectra
77,108,1196899,[M+H]+,211.143956950586,9739,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_108/cfmid_precomputed_ranked_108.txt,pending_candidate_spectra
78,109,1196900,[M+H]+,465.102494314505,4864,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_109/cfmid_precomputed_ranked_109.txt,pending_candidate_spectra
79,111,1196902,[M+H]+,173.091842651367,2744,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_111/cfmid_precomputed_ranked_111.txt,pending_candidate_spectra
80,112,1196903,[M+H]+,275.127474208511,9092,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_112/cfmid_precomputed_ranked_112.txt,pending_candidate_spectra
81,113,1196905,[M+H]+,384.237576499794,7164,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_113/cfmid_precomputed_ranked_113.txt,pending_candidate_spectra
82,114,1196906,[M+H]+,773.212341308594,689,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_114/cfmid_precomputed_ranked_114.txt,pending_candidate_spectra
83,115,1196907,[M+H]+,487.341135509272,1876,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_115/cfmid_precomputed_ranked_115.txt,pending_candidate_spectra
84,116,1196909,[M+H]+,227.117682198429,9725,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_116/cfmid_precomputed_ranked_116.txt,pending_candidate_spectra
85,119,1196912,[M+H]+,277.133189720886,9424,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_119/cfmid_precomputed_ranked_119.txt,pending_candidate_spectra
86,120,1196913,[M+H]+,235.16901312256,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_120/cfmid_precomputed_ranked_120.txt,pending_candidate_spectra
87,121,1196918,[M+H]+,311.148594834163,9371,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_121/cfmid_precomputed_ranked_121.txt,pending_candidate_spectra
88,122,1196919,[M+H]+,516.258822820097,3108,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_122/cfmid_precomputed_ranked_122.txt,pending_candidate_spectra
89,123,1196920,[M+H]+,287.05477511929,2103,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_123/cfmid_precomputed_ranked_123.txt,pending_candidate_spectra
90,126,1196923,[M+H]+,293.164467938574,9036,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_126/cfmid_precomputed_ranked_126.txt,pending_candidate_spectra
91,127,1196924,[M+H]+,485.325432421438,1657,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_127/cfmid_precomputed_ranked_127.txt,pending_candidate_spectra
92,128,1196925,[M+H]+,266.102037994695,9700,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_128/cfmid_precomputed_ranked_128.txt,pending_candidate_spectra
93,129,1196897,[M+H]+,317.210865326987,8301,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_129/cfmid_precomputed_ranked_129.txt,pending_candidate_spectra
94,130,1196926,[M+H]+,273.111899404508,9113,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_130/cfmid_precomputed_ranked_130.txt,pending_candidate_spectra
95,131,1196928,[M+H]+,226.143449486821,9650,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_131/cfmid_precomputed_ranked_131.txt,pending_candidate_spectra
96,132,1196929,[M+H]+,343.190181065075,9018,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_132/cfmid_precomputed_ranked_132.txt,pending_candidate_spectra
97,135,1196933,[M+H]+,352.237811279235,6577,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_135/cfmid_precomputed_ranked_135.txt,pending_candidate_spectra
98,136,1196934,[M+H]+,273.205748250264,9626,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_136/cfmid_precomputed_ranked_136.txt,pending_candidate_spectra
99,137,1196935,[M+H]+,413.159051409611,8774,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_137/cfmid_precomputed_ranked_137.txt,pending_candidate_spectra
100,138,1196936,[M+H]+,387.179762289554,8939,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_138/cfmid_precomputed_ranked_138.txt,pending_candidate_spectra
101,139,1196937,[M+H]+,903.254552637546,631,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_139/cfmid_precomputed_ranked_139.txt,pending_candidate_spectra
102,140,1196939,[M+H]+,275.163851548862,9134,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_140/cfmid_precomputed_ranked_140.txt,pending_candidate_spectra
103,142,1196942,[M+H]+,371.148665955677,9236,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_142/cfmid_precomputed_ranked_142.txt,pending_candidate_spectra
104,143,1196943,[M+H]+,377.159048235277,8691,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_143/cfmid_precomputed_ranked_143.txt,pending_candidate_spectra
105,144,1196944,[M+H]+,281.138108031761,9540,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_144/cfmid_precomputed_ranked_144.txt,pending_candidate_spectra
106,145,1196938,[M+H]+,903.254591557378,316,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_145/cfmid_precomputed_ranked_145.txt,pending_candidate_spectra
107,146,1196945,[M+H]+,659.305358886719,1277,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_146/cfmid_precomputed_ranked_146.txt,pending_candidate_spectra
108,147,1196946,[M+H]+,417.247928865327,4034,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_147/cfmid_precomputed_ranked_147.txt,pending_candidate_spectra
109,149,1196948,[M+H]+,369.132758072946,9235,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_149/cfmid_precomputed_ranked_149.txt,pending_candidate_spectra
110,150,1196949,[M+H]+,379.245232516541,7703,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_150/cfmid_precomputed_ranked_150.txt,pending_candidate_spectra
111,151,1196950,[M+H]+,223.059992250151,1793,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_151/cfmid_precomputed_ranked_151.txt,pending_candidate_spectra
112,155,1196954,[M+H]+,383.178221106453,9273,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_155/cfmid_precomputed_ranked_155.txt,pending_candidate_spectra
113,156,1196955,[M+H]+,331.175020785177,8995,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_156/cfmid_precomputed_ranked_156.txt,pending_candidate_spectra
114,157,1196956,[M+H]+,243.101852416992,6956,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_157/cfmid_precomputed_ranked_157.txt,pending_candidate_spectra
115,158,1196958,[M+H]+,500.26370961297,3729,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_158/cfmid_precomputed_ranked_158.txt,pending_candidate_spectra
116,159,1196914,[M+H]+,235.169138407502,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_159/cfmid_precomputed_ranked_159.txt,pending_candidate_spectra
117,163,1196962,[M+H]+,778.412071426478,361,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_163/cfmid_precomputed_ranked_163.txt,pending_candidate_spectra
118,164,1196963,[M+H]+,319.174937465293,9014,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_164/cfmid_precomputed_ranked_164.txt,pending_candidate_spectra
119,165,1196937,[M+H]+,903.254435229549,631,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_165/cfmid_precomputed_ranked_165.txt,pending_candidate_spectra
120,166,1196964,[M+H]+,197.117068765905,6879,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_166/cfmid_precomputed_ranked_166.txt,pending_candidate_spectra
121,169,1196967,[M+H]+,586.21728515625,4670,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_169/cfmid_precomputed_ranked_169.txt,pending_candidate_spectra
122,170,1196898,[M+H]+,317.210941458283,8301,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_170/cfmid_precomputed_ranked_170.txt,pending_candidate_spectra
123,171,1196968,[M+H]+,647.232372764582,1728,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_171/cfmid_precomputed_ranked_171.txt,pending_candidate_spectra
124,172,1196879,[M+H]+,337.273350277786,1959,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_172/cfmid_precomputed_ranked_172.txt,pending_candidate_spectra
