variant,query_id,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,candidate_count
full_current_primary_no_sirius,LSdedb23e96bea,3,False,True,True,0.3333333333333333,191
full_current_primary_no_sirius,LSe012b018548a,2,False,True,True,0.5,191
full_current_primary_no_sirius,LSe6d1311766b0,12,False,False,False,0.08333333333333333,191
full_current_primary_no_sirius,LSefab30baa608,3,False,True,True,0.3333333333333333,191
full_current_primary_no_sirius,LSf509f9b3d494,1,True,True,True,1.0,191
full_current_primary_no_sirius,LSf68cbaf077d3,9,False,False,True,0.1111111111111111,191
full_current_primary_no_sirius,LSfe86fa4ca2e0,5,False,True,True,0.2,191
full_current_primary_no_sirius,LSfec12b1780f1,8,False,False,True,0.125,191
full_five_component_validation_selected,LS05bfa8260f03,2,False,True,True,0.5,191
full_five_component_validation_selected,LS08e056b319e1,1,True,True,True,1.0,191
full_five_component_validation_selected,LS0b9af8c5fc95,1,True,True,True,1.0,191
full_five_component_validation_selected,LS0bca22e1fa72,1,True,True,True,1.0,191
full_five_component_validation_selected,LS12154a7f6df8,2,False,True,True,0.5,191
full_five_component_validation_selected,LS12a249abbb32,2,False,True,True,0.5,191
full_five_component_validation_selected,LS19ee77e400f8,2,False,True,True,0.5,191
full_five_component_validation_selected,LS1bace597fc7d,4,False,True,True,0.25,191
full_five_component_validation_selected,LS1c8eb617821b,1,True,True,True,1.0,191
full_five_component_validation_selected,LS1dfe7690591a,1,True,True,True,1.0,191
full_five_component_validation_selected,LS2869105bd098,2,False,True,True,0.5,191
full_five_component_validation_selected,LS2bf702df9866,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LS368901bbcbc1,1,True,True,True,1.0,191
full_five_component_validation_selected,LS3a7539258142,93,False,False,False,0.010752688172043012,191
full_five_component_validation_selected,LS3e75a585eabd,1,True,True,True,1.0,191
full_five_component_validation_selected,LS401bd3bf2187,4,False,True,True,0.25,191
full_five_component_validation_selected,LS4120a295a20f,1,True,True,True,1.0,191
full_five_component_validation_selected,LS52b8e4f0a2cd,179,False,False,False,0.00558659217877095,191
full_five_component_validation_selected,LS5840ed51c369,1,True,True,True,1.0,191
full_five_component_validation_selected,LS5f2541c7fde6,6,False,False,True,0.16666666666666666,191
full_five_component_validation_selected,LS6403d511f997,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LS65221fc6d286,11,False,False,False,0.09090909090909091,191
full_five_component_validation_selected,LS6814783e35c9,10,False,False,True,0.1,191
full_five_component_validation_selected,LS68765a3292a4,1,True,True,True,1.0,191
full_five_component_validation_selected,LS6c5ae75b8591,2,False,True,True,0.5,191
full_five_component_validation_selected,LS6ec003f697ab,2,False,True,True,0.5,191
full_five_component_validation_selected,LS6f01794f6125,4,False,True,True,0.25,191
full_five_component_validation_selected,LS7146b8892dfc,13,False,False,False,0.07692307692307693,191
full_five_component_validation_selected,LS733967654531,2,False,True,True,0.5,191
full_five_component_validation_selected,LS78fdfd0df801,1,True,True,True,1.0,191
full_five_component_validation_selected,LS79daaa8d941e,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LS7ba5c20509b8,1,True,True,True,1.0,191
full_five_component_validation_selected,LS7bb84af44f8b,45,False,False,False,0.022222222222222223,191
full_five_component_validation_selected,LS848784f828bb,4,False,True,True,0.25,191
full_five_component_validation_selected,LS863317188ff3,114,False,False,False,0.008771929824561403,191
full_five_component_validation_selected,LS8b02f25fd437,4,False,True,True,0.25,191
full_five_component_validation_selected,LS8eba43d9f8b7,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LS91977123a9bb,10,False,False,True,0.1,191
full_five_component_validation_selected,LS931c803815ae,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LS94dbfdebdafb,1,True,True,True,1.0,191
full_five_component_validation_selected,LS96dc644a383d,1,True,True,True,1.0,191
full_five_component_validation_selected,LS98bc71748408,2,False,True,True,0.5,191
full_five_component_validation_selected,LS9b14344f5baa,11,False,False,False,0.09090909090909091,191
full_five_component_validation_selected,LS9dde3564a49b,4,False,True,True,0.25,191
full_five_component_validation_selected,LSa67d1dbcf42d,10,False,False,True,0.1,191
full_five_component_validation_selected,LSaf81d7e78a2e,17,False,False,False,0.058823529411764705,191
full_five_component_validation_selected,LSafa6fc2e5c8a,17,False,False,False,0.058823529411764705,191
full_five_component_validation_selected,LSb72b9e493fcd,1,True,True,True,1.0,191
full_five_component_validation_selected,LSbe93926947e2,1,True,True,True,1.0,191
full_five_component_validation_selected,LSc125f514f0e6,2,False,True,True,0.5,191
full_five_component_validation_selected,LSc2098979cec6,1,True,True,True,1.0,191
full_five_component_validation_selected,LScc663d687009,11,False,False,False,0.09090909090909091,191
full_five_component_validation_selected,LSce977390f5ae,1,True,True,True,1.0,191
full_five_component_validation_selected,LSd3ca1a2d439e,1,True,True,True,1.0,191
full_five_component_validation_selected,LSd476ce50eb3e,1,True,True,True,1.0,191
full_five_component_validation_selected,LSdd20446a518a,5,False,True,True,0.2,191
full_five_component_validation_selected,LSdedb23e96bea,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LSe012b018548a,2,False,True,True,0.5,191
full_five_component_validation_selected,LSe6d1311766b0,14,False,False,False,0.07142857142857142,191
full_five_component_validation_selected,LSefab30baa608,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LSf509f9b3d494,1,True,True,True,1.0,191
full_five_component_validation_selected,LSf68cbaf077d3,3,False,True,True,0.3333333333333333,191
full_five_component_validation_selected,LSfe86fa4ca2e0,5,False,True,True,0.2,191
full_five_component_validation_selected,LSfec12b1780f1,10,False,False,True,0.1,191
only_our_spectrum_score,LS05bfa8260f03,24,False,False,False,0.041666666666666664,191
only_our_spectrum_score,LS08e056b319e1,21,False,False,False,0.047619047619047616,191
only_our_spectrum_score,LS0b9af8c5fc95,157,False,False,False,0.006369426751592357,191
only_our_spectrum_score,LS0bca22e1fa72,27,False,False,False,0.037037037037037035,191
only_our_spectrum_score,LS12154a7f6df8,2,False,True,True,0.5,191
only_our_spectrum_score,LS12a249abbb32,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LS19ee77e400f8,7,False,False,True,0.14285714285714285,191
only_our_spectrum_score,LS1bace597fc7d,4,False,True,True,0.25,191
only_our_spectrum_score,LS1c8eb617821b,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LS1dfe7690591a,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LS2869105bd098,69,False,False,False,0.014492753623188406,191
only_our_spectrum_score,LS2bf702df9866,141,False,False,False,0.0070921985815602835,191
only_our_spectrum_score,LS368901bbcbc1,9,False,False,True,0.1111111111111111,191
only_our_spectrum_score,LS3a7539258142,57,False,False,False,0.017543859649122806,191
only_our_spectrum_score,LS3e75a585eabd,19,False,False,False,0.05263157894736842,191
only_our_spectrum_score,LS401bd3bf2187,7,False,False,True,0.14285714285714285,191
only_our_spectrum_score,LS4120a295a20f,11,False,False,False,0.09090909090909091,191
only_our_spectrum_score,LS52b8e4f0a2cd,155,False,False,False,0.0064516129032258064,191
only_our_spectrum_score,LS5840ed51c369,20,False,False,False,0.05,191
only_our_spectrum_score,LS5f2541c7fde6,6,False,False,True,0.16666666666666666,191
only_our_spectrum_score,LS6403d511f997,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LS65221fc6d286,5,False,True,True,0.2,191
only_our_spectrum_score,LS6814783e35c9,13,False,False,False,0.07692307692307693,191
only_our_spectrum_score,LS68765a3292a4,2,False,True,True,0.5,191
only_our_spectrum_score,LS6c5ae75b8591,83,False,False,False,0.012048192771084338,191
only_our_spectrum_score,LS6ec003f697ab,4,False,True,True,0.25,191
only_our_spectrum_score,LS6f01794f6125,4,False,True,True,0.25,191
only_our_spectrum_score,LS7146b8892dfc,28,False,False,False,0.03571428571428571,191
only_our_spectrum_score,LS733967654531,1,True,True,True,1.0,191
only_our_spectrum_score,LS78fdfd0df801,1,True,True,True,1.0,191
only_our_spectrum_score,LS79daaa8d941e,13,False,False,False,0.07692307692307693,191
only_our_spectrum_score,LS7ba5c20509b8,66,False,False,False,0.015151515151515152,191
only_our_spectrum_score,LS7bb84af44f8b,113,False,False,False,0.008849557522123894,191
only_our_spectrum_score,LS848784f828bb,9,False,False,True,0.1111111111111111,191
only_our_spectrum_score,LS863317188ff3,148,False,False,False,0.006756756756756757,191
only_our_spectrum_score,LS8b02f25fd437,2,False,True,True,0.5,191
only_our_spectrum_score,LS8eba43d9f8b7,17,False,False,False,0.058823529411764705,191
only_our_spectrum_score,LS91977123a9bb,11,False,False,False,0.09090909090909091,191
only_our_spectrum_score,LS931c803815ae,6,False,False,True,0.16666666666666666,191
only_our_spectrum_score,LS94dbfdebdafb,2,False,True,True,0.5,191
only_our_spectrum_score,LS96dc644a383d,114,False,False,False,0.008771929824561403,191
only_our_spectrum_score,LS98bc71748408,27,False,False,False,0.037037037037037035,191
only_our_spectrum_score,LS9b14344f5baa,137,False,False,False,0.0072992700729927005,191
only_our_spectrum_score,LS9dde3564a49b,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LSa67d1dbcf42d,7,False,False,True,0.14285714285714285,191
only_our_spectrum_score,LSaf81d7e78a2e,10,False,False,True,0.1,191
only_our_spectrum_score,LSafa6fc2e5c8a,44,False,False,False,0.022727272727272728,191
only_our_spectrum_score,LSb72b9e493fcd,47,False,False,False,0.02127659574468085,191
only_our_spectrum_score,LSbe93926947e2,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LSc125f514f0e6,53,False,False,False,0.018867924528301886,191
only_our_spectrum_score,LSc2098979cec6,16,False,False,False,0.0625,191
only_our_spectrum_score,LScc663d687009,52,False,False,False,0.019230769230769232,191
only_our_spectrum_score,LSce977390f5ae,5,False,True,True,0.2,191
only_our_spectrum_score,LSd3ca1a2d439e,2,False,True,True,0.5,191
only_our_spectrum_score,LSd476ce50eb3e,90,False,False,False,0.011111111111111112,191
only_our_spectrum_score,LSdd20446a518a,4,False,True,True,0.25,191
only_our_spectrum_score,LSdedb23e96bea,3,False,True,True,0.3333333333333333,191
only_our_spectrum_score,LSe012b018548a,46,False,False,False,0.021739130434782608,191
only_our_spectrum_score,LSe6d1311766b0,50,False,False,False,0.02,191
only_our_spectrum_score,LSefab30baa608,4,False,True,True,0.25,191
only_our_spectrum_score,LSf509f9b3d494,59,False,False,False,0.01694915254237288,191
only_our_spectrum_score,LSf68cbaf077d3,19,False,False,False,0.05263157894736842,191
only_our_spectrum_score,LSfe86fa4ca2e0,36,False,False,False,0.027777777777777776,191
only_our_spectrum_score,LSfec12b1780f1,94,False,False,False,0.010638297872340425,191
only_cfmid_spectrum_score,LS05bfa8260f03,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LS08e056b319e1,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS0b9af8c5fc95,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS0bca22e1fa72,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS12154a7f6df8,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS12a249abbb32,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LS19ee77e400f8,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS1bace597fc7d,4,False,True,True,0.25,191
only_cfmid_spectrum_score,LS1c8eb617821b,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS1dfe7690591a,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS2869105bd098,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LS2bf702df9866,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS368901bbcbc1,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS3a7539258142,158,False,False,False,0.006329113924050633,191
only_cfmid_spectrum_score,LS3e75a585eabd,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS401bd3bf2187,185,False,False,False,0.005405405405405406,191
only_cfmid_spectrum_score,LS4120a295a20f,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS52b8e4f0a2cd,65,False,False,False,0.015384615384615385,191
only_cfmid_spectrum_score,LS5840ed51c369,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS5f2541c7fde6,65,False,False,False,0.015384615384615385,191
only_cfmid_spectrum_score,LS6403d511f997,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS65221fc6d286,68,False,False,False,0.014705882352941176,191
only_cfmid_spectrum_score,LS6814783e35c9,9,False,False,True,0.1111111111111111,191
only_cfmid_spectrum_score,LS68765a3292a4,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS6c5ae75b8591,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LS6ec003f697ab,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS6f01794f6125,5,False,True,True,0.2,191
only_cfmid_spectrum_score,LS7146b8892dfc,12,False,False,False,0.08333333333333333,191
only_cfmid_spectrum_score,LS733967654531,107,False,False,False,0.009345794392523364,191
only_cfmid_spectrum_score,LS78fdfd0df801,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS79daaa8d941e,5,False,True,True,0.2,191
only_cfmid_spectrum_score,LS7ba5c20509b8,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LS7bb84af44f8b,11,False,False,False,0.09090909090909091,191
only_cfmid_spectrum_score,LS848784f828bb,185,False,False,False,0.005405405405405406,191
only_cfmid_spectrum_score,LS863317188ff3,38,False,False,False,0.02631578947368421,191
only_cfmid_spectrum_score,LS8b02f25fd437,133,False,False,False,0.007518796992481203,191
only_cfmid_spectrum_score,LS8eba43d9f8b7,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS91977123a9bb,187,False,False,False,0.0053475935828877,191
only_cfmid_spectrum_score,LS931c803815ae,6,False,False,True,0.16666666666666666,191
only_cfmid_spectrum_score,LS94dbfdebdafb,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS96dc644a383d,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LS98bc71748408,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LS9b14344f5baa,10,False,False,True,0.1,191
only_cfmid_spectrum_score,LS9dde3564a49b,4,False,True,True,0.25,191
only_cfmid_spectrum_score,LSa67d1dbcf42d,119,False,False,False,0.008403361344537815,191
only_cfmid_spectrum_score,LSaf81d7e78a2e,25,False,False,False,0.04,191
only_cfmid_spectrum_score,LSafa6fc2e5c8a,11,False,False,False,0.09090909090909091,191
only_cfmid_spectrum_score,LSb72b9e493fcd,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSbe93926947e2,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSc125f514f0e6,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSc2098979cec6,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LScc663d687009,9,False,False,True,0.1111111111111111,191
only_cfmid_spectrum_score,LSce977390f5ae,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSd3ca1a2d439e,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LSd476ce50eb3e,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSdd20446a518a,2,False,True,True,0.5,191
only_cfmid_spectrum_score,LSdedb23e96bea,111,False,False,False,0.009009009009009009,191
only_cfmid_spectrum_score,LSe012b018548a,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSe6d1311766b0,6,False,False,True,0.16666666666666666,191
only_cfmid_spectrum_score,LSefab30baa608,5,False,True,True,0.2,191
only_cfmid_spectrum_score,LSf509f9b3d494,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSf68cbaf077d3,3,False,True,True,0.3333333333333333,191
only_cfmid_spectrum_score,LSfe86fa4ca2e0,1,True,True,True,1.0,191
only_cfmid_spectrum_score,LSfec12b1780f1,7,False,False,True,0.14285714285714285,191
only_fragment_formula_score,LS05bfa8260f03,43,False,False,False,0.023255813953488372,191
only_fragment_formula_score,LS08e056b319e1,28,False,False,False,0.03571428571428571,191
only_fragment_formula_score,LS0b9af8c5fc95,23,False,False,False,0.043478260869565216,191
only_fragment_formula_score,LS0bca22e1fa72,1,True,True,True,1.0,191
only_fragment_formula_score,LS12154a7f6df8,55,False,False,False,0.01818181818181818,191
only_fragment_formula_score,LS12a249abbb32,59,False,False,False,0.01694915254237288,191
only_fragment_formula_score,LS19ee77e400f8,58,False,False,False,0.017241379310344827,191
only_fragment_formula_score,LS1bace597fc7d,63,False,False,False,0.015873015873015872,191
only_fragment_formula_score,LS1c8eb617821b,36,False,False,False,0.027777777777777776,191
only_fragment_formula_score,LS1dfe7690591a,17,False,False,False,0.058823529411764705,191
only_fragment_formula_score,LS2869105bd098,6,False,False,True,0.16666666666666666,191
only_fragment_formula_score,LS2bf702df9866,12,False,False,False,0.08333333333333333,191
only_fragment_formula_score,LS368901bbcbc1,2,False,True,True,0.5,191
only_fragment_formula_score,LS3a7539258142,70,False,False,False,0.014285714285714285,191
only_fragment_formula_score,LS3e75a585eabd,13,False,False,False,0.07692307692307693,191
only_fragment_formula_score,LS401bd3bf2187,6,False,False,True,0.16666666666666666,191
only_fragment_formula_score,LS4120a295a20f,3,False,True,True,0.3333333333333333,191
only_fragment_formula_score,LS52b8e4f0a2cd,181,False,False,False,0.0055248618784530384,191
only_fragment_formula_score,LS5840ed51c369,2,False,True,True,0.5,191
only_fragment_formula_score,LS5f2541c7fde6,82,False,False,False,0.012195121951219513,191
only_fragment_formula_score,LS6403d511f997,24,False,False,False,0.041666666666666664,191
only_fragment_formula_score,LS65221fc6d286,31,False,False,False,0.03225806451612903,191
only_fragment_formula_score,LS6814783e35c9,109,False,False,False,0.009174311926605505,191
only_fragment_formula_score,LS68765a3292a4,67,False,False,False,0.014925373134328358,191
only_fragment_formula_score,LS6c5ae75b8591,43,False,False,False,0.023255813953488372,191
only_fragment_formula_score,LS6ec003f697ab,119,False,False,False,0.008403361344537815,191
only_fragment_formula_score,LS6f01794f6125,119,False,False,False,0.008403361344537815,191
only_fragment_formula_score,LS7146b8892dfc,14,False,False,False,0.07142857142857142,191
only_fragment_formula_score,LS733967654531,144,False,False,False,0.006944444444444444,191
only_fragment_formula_score,LS78fdfd0df801,13,False,False,False,0.07692307692307693,191
only_fragment_formula_score,LS79daaa8d941e,3,False,True,True,0.3333333333333333,191
only_fragment_formula_score,LS7ba5c20509b8,3,False,True,True,0.3333333333333333,191
only_fragment_formula_score,LS7bb84af44f8b,49,False,False,False,0.02040816326530612,191
only_fragment_formula_score,LS848784f828bb,5,False,True,True,0.2,191
only_fragment_formula_score,LS863317188ff3,102,False,False,False,0.00980392156862745,191
only_fragment_formula_score,LS8b02f25fd437,123,False,False,False,0.008130081300813009,191
only_fragment_formula_score,LS8eba43d9f8b7,88,False,False,False,0.011363636363636364,191
only_fragment_formula_score,LS91977123a9bb,1,True,True,True,1.0,191
only_fragment_formula_score,LS931c803815ae,116,False,False,False,0.008620689655172414,191
only_fragment_formula_score,LS94dbfdebdafb,14,False,False,False,0.07142857142857142,191
only_fragment_formula_score,LS96dc644a383d,19,False,False,False,0.05263157894736842,191
only_fragment_formula_score,LS98bc71748408,1,True,True,True,1.0,191
only_fragment_formula_score,LS9b14344f5baa,10,False,False,True,0.1,191
only_fragment_formula_score,LS9dde3564a49b,91,False,False,False,0.01098901098901099,191
only_fragment_formula_score,LSa67d1dbcf42d,16,False,False,False,0.0625,191
only_fragment_formula_score,LSaf81d7e78a2e,26,False,False,False,0.038461538461538464,191
only_fragment_formula_score,LSafa6fc2e5c8a,105,False,False,False,0.009523809523809525,191
only_fragment_formula_score,LSb72b9e493fcd,4,False,True,True,0.25,191
only_fragment_formula_score,LSbe93926947e2,12,False,False,False,0.08333333333333333,191
only_fragment_formula_score,LSc125f514f0e6,4,False,True,True,0.25,191
only_fragment_formula_score,LSc2098979cec6,18,False,False,False,0.05555555555555555,191
only_fragment_formula_score,LScc663d687009,75,False,False,False,0.013333333333333334,191
only_fragment_formula_score,LSce977390f5ae,36,False,False,False,0.027777777777777776,191
only_fragment_formula_score,LSd3ca1a2d439e,15,False,False,False,0.06666666666666667,191
only_fragment_formula_score,LSd476ce50eb3e,21,False,False,False,0.047619047619047616,191
only_fragment_formula_score,LSdd20446a518a,18,False,False,False,0.05555555555555555,191
only_fragment_formula_score,LSdedb23e96bea,148,False,False,False,0.006756756756756757,191
only_fragment_formula_score,LSe012b018548a,8,False,False,True,0.125,191
only_fragment_formula_score,LSe6d1311766b0,1,True,True,True,1.0,191
only_fragment_formula_score,LSefab30baa608,129,False,False,False,0.007751937984496124,191
only_fragment_formula_score,LSf509f9b3d494,2,False,True,True,0.5,191
only_fragment_formula_score,LSf68cbaf077d3,76,False,False,False,0.013157894736842105,191
only_fragment_formula_score,LSfe86fa4ca2e0,14,False,False,False,0.07142857142857142,191
only_fragment_formula_score,LSfec12b1780f1,4,False,True,True,0.25,191
only_sirius_formula_score,LS05bfa8260f03,23,False,False,False,0.043478260869565216,191
only_sirius_formula_score,LS08e056b319e1,142,False,False,False,0.007042253521126761,191
only_sirius_formula_score,LS0b9af8c5fc95,155,False,False,False,0.0064516129032258064,191
only_sirius_formula_score,LS0bca22e1fa72,118,False,False,False,0.00847457627118644,191
only_sirius_formula_score,LS12154a7f6df8,88,False,False,False,0.011363636363636364,191
only_sirius_formula_score,LS12a249abbb32,37,False,False,False,0.02702702702702703,191
only_sirius_formula_score,LS19ee77e400f8,187,False,False,False,0.0053475935828877,191
only_sirius_formula_score,LS1bace597fc7d,155,False,False,False,0.0064516129032258064,191
only_sirius_formula_score,LS1c8eb617821b,155,False,False,False,0.0064516129032258064,191
only_sirius_formula_score,LS1dfe7690591a,7,False,False,True,0.14285714285714285,191
only_sirius_formula_score,LS2869105bd098,44,False,False,False,0.022727272727272728,191
only_sirius_formula_score,LS2bf702df9866,130,False,False,False,0.007692307692307693,191
only_sirius_formula_score,LS368901bbcbc1,151,False,False,False,0.006622516556291391,191
only_sirius_formula_score,LS3a7539258142,142,False,False,False,0.007042253521126761,191
only_sirius_formula_score,LS3e75a585eabd,126,False,False,False,0.007936507936507936,191
only_sirius_formula_score,LS401bd3bf2187,183,False,False,False,0.00546448087431694,191
only_sirius_formula_score,LS4120a295a20f,126,False,False,False,0.007936507936507936,191
only_sirius_formula_score,LS52b8e4f0a2cd,114,False,False,False,0.008771929824561403,191
only_sirius_formula_score,LS5840ed51c369,147,False,False,False,0.006802721088435374,191
only_sirius_formula_score,LS5f2541c7fde6,48,False,False,False,0.020833333333333332,191
only_sirius_formula_score,LS6403d511f997,114,False,False,False,0.008771929824561403,191
only_sirius_formula_score,LS65221fc6d286,48,False,False,False,0.020833333333333332,191
only_sirius_formula_score,LS6814783e35c9,30,False,False,False,0.03333333333333333,191
only_sirius_formula_score,LS68765a3292a4,102,False,False,False,0.00980392156862745,191
only_sirius_formula_score,LS6c5ae75b8591,44,False,False,False,0.022727272727272728,191
only_sirius_formula_score,LS6ec003f697ab,36,False,False,False,0.027777777777777776,191
only_sirius_formula_score,LS6f01794f6125,36,False,False,False,0.027777777777777776,191
only_sirius_formula_score,LS7146b8892dfc,96,False,False,False,0.010416666666666666,191
only_sirius_formula_score,LS733967654531,88,False,False,False,0.011363636363636364,191
only_sirius_formula_score,LS78fdfd0df801,7,False,False,True,0.14285714285714285,191
