dataset,model,status,native_or_fallback,query_id,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_id,top1_score
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,61,8027,1.0,True,True,True,1.0,CASMI_MOL_1196853,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,64,817,1.0,True,True,True,1.0,CASMI_MOL_1196856,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,65,9590,1.0,True,True,True,1.0,CASMI_MOL_1196857,0.7257253594324259
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,68,1511,1.0,True,True,True,1.0,CASMI_MOL_1196860,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,69,9556,1.0,True,True,True,1.0,CASMI_MOL_1196861,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,70,8926,1.0,True,True,True,1.0,CASMI_MOL_1196862,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,71,9485,1.0,True,True,True,1.0,CASMI_MOL_1196863,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,74,7251,1.0,True,True,True,1.0,CASMI_MOL_1196866,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,75,4498,1.0,True,True,True,1.0,CASMI_MOL_1196867,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,76,5745,5236.0,False,False,False,0.00019098548510313216,CASMI_MOL_112477,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,77,8719,1.0,True,True,True,1.0,CASMI_MOL_1196868,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,78,787,1.0,True,True,True,1.0,CASMI_MOL_1196869,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,79,7821,1.0,True,True,True,1.0,CASMI_MOL_1196870,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,80,7809,1.0,True,True,True,1.0,CASMI_MOL_1196871,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,82,5788,1.0,True,True,True,1.0,CASMI_MOL_1196873,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,83,9564,1.0,True,True,True,1.0,CASMI_MOL_1196874,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,84,7090,1.0,True,True,True,1.0,CASMI_MOL_1196852,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,87,2560,1.0,True,True,True,1.0,CASMI_MOL_1196876,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,88,6054,28.0,False,False,False,0.03571428571428571,CASMI_MOL_456110,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,89,9564,1.0,True,True,True,1.0,CASMI_MOL_1196805,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,90,1959,1.0,True,True,True,1.0,CASMI_MOL_1196878,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,93,9460,1.0,True,True,True,1.0,CASMI_MOL_1196881,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,94,347,13.0,False,False,False,0.07692307692307693,CASMI_MOL_475175,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,95,1877,1.0,True,True,True,1.0,CASMI_MOL_1196883,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,96,6683,1.0,True,True,True,1.0,CASMI_MOL_1196884,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,98,9270,5655.0,False,False,False,0.00017683465959328028,CASMI_MOL_486666,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,99,6863,1.0,True,True,True,1.0,CASMI_MOL_1196887,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,100,6530,1.0,True,True,True,1.0,CASMI_MOL_1196888,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,101,7839,1.0,True,True,True,1.0,CASMI_MOL_1196890,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,102,4859,1.0,True,True,True,1.0,CASMI_MOL_1196891,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,104,8559,1.0,True,True,True,1.0,CASMI_MOL_1196893,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,105,9237,1.0,True,True,True,1.0,CASMI_MOL_1196894,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,106,9491,1.0,True,True,True,1.0,CASMI_MOL_1196895,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,107,8301,1.0,True,True,True,1.0,CASMI_MOL_1196896,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,108,9739,1.0,True,True,True,1.0,CASMI_MOL_1196899,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,109,4864,1.0,True,True,True,1.0,CASMI_MOL_1196900,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,111,2744,1.0,True,True,True,1.0,CASMI_MOL_1196902,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,112,9092,1.0,True,True,True,1.0,CASMI_MOL_1196903,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,113,7164,1.0,True,True,True,1.0,CASMI_MOL_1196905,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,114,689,1.0,True,True,True,1.0,CASMI_MOL_1196906,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,115,1876,1.0,True,True,True,1.0,CASMI_MOL_1196907,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,116,9725,1.0,True,True,True,1.0,CASMI_MOL_1196909,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,119,9424,4887.0,False,False,False,0.0002046245140167792,CASMI_MOL_619997,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,120,9633,1.0,True,True,True,1.0,CASMI_MOL_1196913,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,121,9371,1.0,True,True,True,1.0,CASMI_MOL_1196918,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,122,3108,1.0,True,True,True,1.0,CASMI_MOL_1196919,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,123,2103,1.0,True,True,True,1.0,CASMI_MOL_1196920,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,126,9036,1.0,True,True,True,1.0,CASMI_MOL_1196923,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,127,1657,1.0,True,True,True,1.0,CASMI_MOL_1196924,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,128,9700,1.0,True,True,True,1.0,CASMI_MOL_1196925,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,129,8301,1.0,True,True,True,1.0,CASMI_MOL_1196897,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,130,9113,1.0,True,True,True,1.0,CASMI_MOL_1196926,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,131,9650,1.0,True,True,True,1.0,CASMI_MOL_1196928,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,132,9018,1.0,True,True,True,1.0,CASMI_MOL_1196929,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,135,6577,489.0,False,False,False,0.002044989775051125,CASMI_MOL_729070,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,136,9626,1.0,True,True,True,1.0,CASMI_MOL_1196934,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,137,8774,1.0,True,True,True,1.0,CASMI_MOL_1196935,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,138,8939,1.0,True,True,True,1.0,CASMI_MOL_1196936,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,139,631,1.0,True,True,True,1.0,CASMI_MOL_1196937,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,140,9134,1.0,True,True,True,1.0,CASMI_MOL_1196939,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,142,9236,1.0,True,True,True,1.0,CASMI_MOL_1196942,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,143,8691,253.0,False,False,False,0.003952569169960474,CASMI_MOL_790129,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,144,9540,1.0,True,True,True,1.0,CASMI_MOL_1196944,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,145,316,1.0,True,True,True,1.0,CASMI_MOL_1196938,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,146,1277,1.0,True,True,True,1.0,CASMI_MOL_1196945,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,147,4034,1.0,True,True,True,1.0,CASMI_MOL_1196946,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,149,9235,1.0,True,True,True,1.0,CASMI_MOL_1196948,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,150,7703,1.0,True,True,True,1.0,CASMI_MOL_1196949,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,151,1793,1.0,True,True,True,1.0,CASMI_MOL_1196950,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,155,9273,2545.0,False,False,False,0.0003929273084479371,CASMI_MOL_860559,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,156,8995,1.0,True,True,True,1.0,CASMI_MOL_1196955,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,157,6956,1.0,True,True,True,1.0,CASMI_MOL_1196956,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,158,3729,5.0,False,True,True,0.2,CASMI_MOL_886369,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,159,9633,1.0,True,True,True,1.0,CASMI_MOL_1196914,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,163,361,1.0,True,True,True,1.0,CASMI_MOL_1196962,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,164,9014,1.0,True,True,True,1.0,CASMI_MOL_1196963,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,165,631,1.0,True,True,True,1.0,CASMI_MOL_1196937,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,166,6879,1.0,True,True,True,1.0,CASMI_MOL_1196964,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,169,4670,1.0,True,True,True,1.0,CASMI_MOL_1196967,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,170,8301,1.0,True,True,True,1.0,CASMI_MOL_1196898,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,171,1728,1.0,True,True,True,1.0,CASMI_MOL_1196968,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,172,1959,1.0,True,True,True,1.0,CASMI_MOL_1196879,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,173,8918,1.0,True,True,True,1.0,CASMI_MOL_1196969,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,176,2390,1.0,True,True,True,1.0,CASMI_MOL_1196972,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,177,336,1.0,True,True,True,1.0,CASMI_MOL_1196973,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,178,2608,108.0,False,False,False,0.009259259259259259,CASMI_MOL_953459,0.5416112300070065
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,179,8960,1.0,True,True,True,1.0,CASMI_MOL_1196975,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,180,6387,1.0,True,True,True,1.0,CASMI_MOL_1196976,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,181,9633,1.0,True,True,True,1.0,CASMI_MOL_1196915,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,185,6320,1.0,True,True,True,1.0,CASMI_MOL_1196979,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,186,9661,1.0,True,True,True,1.0,CASMI_MOL_1196980,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,187,8418,1.0,True,True,True,1.0,CASMI_MOL_1196981,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,188,6643,185.0,False,False,False,0.005405405405405406,CASMI_MOL_1000060,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,189,3839,826.0,False,False,False,0.0012106537530266344,CASMI_MOL_1003265,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,190,9134,1.0,True,True,True,1.0,CASMI_MOL_1196940,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,191,1876,1.0,True,True,True,1.0,CASMI_MOL_1196908,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,192,735,153.0,False,False,False,0.006535947712418301,CASMI_MOL_1007108,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,193,7937,889.0,False,False,False,0.0011248593925759281,CASMI_MOL_1007831,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,194,9378,2318.0,False,False,False,0.0004314063848144953,CASMI_MOL_1021925,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,195,1274,1274.0,False,False,False,0.0007849293563579278,CASMI_MOL_1025144,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,196,4522,875.0,False,False,False,0.001142857142857143,CASMI_MOL_1026422,0.9322308593900732
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,199,4447,948.0,False,False,False,0.0010548523206751054,CASMI_MOL_1042492,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,200,510,510.0,False,False,False,0.00196078431372549,CASMI_MOL_1046113,0.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,201,7033,3517.0,False,False,False,0.0002843332385555871,CASMI_MOL_1046624,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,205,9363,4318.0,False,False,False,0.0002315886984715146,CASMI_MOL_1067178,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,206,9113,1641.0,False,False,False,0.0006093845216331506,CASMI_MOL_688961,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,207,5971,2474.0,False,False,False,0.0004042037186742118,CASMI_MOL_1076539,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,208,9633,1.0,True,True,True,1.0,CASMI_MOL_1196916,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,209,9092,1.0,True,True,True,1.0,CASMI_MOL_1196904,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,210,6490,6395.0,False,False,False,0.0001563721657544957,CASMI_MOL_1082507,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,211,9668,9396.0,False,False,False,0.00010642826734780758,CASMI_MOL_1088996,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,212,9580,9547.0,False,False,False,0.00010474494605635278,CASMI_MOL_1098663,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,213,9069,1131.0,False,False,False,0.0008841732979664014,CASMI_MOL_1108242,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,214,1846,599.0,False,False,False,0.001669449081803005,CASMI_MOL_1117311,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,215,9453,2008.0,False,False,False,0.00049800796812749,CASMI_MOL_1119155,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,216,5420,1820.0,False,False,False,0.0005494505494505495,CASMI_MOL_1128606,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,218,7363,3342.0,False,False,False,0.0002992220227408737,CASMI_MOL_1138969,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,219,3155,1884.0,False,False,False,0.0005307855626326964,CASMI_MOL_1146332,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,220,9633,1.0,True,True,True,1.0,CASMI_MOL_1196917,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,221,9150,1270.0,False,False,False,0.0007874015748031496,CASMI_MOL_1149497,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,222,9240,616.0,False,False,False,0.0016233766233766235,CASMI_MOL_1158635,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,223,9012,1773.0,False,False,False,0.0005640157924421884,CASMI_MOL_1167876,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,224,2730,249.0,False,False,False,0.004016064257028112,CASMI_MOL_1176924,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,225,6158,552.0,False,False,False,0.0018115942028985507,CASMI_MOL_1179616,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,226,9691,6251.0,False,False,False,0.00015997440409534473,CASMI_MOL_1185769,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,227,1329,734.0,False,False,False,0.0013623978201634877,CASMI_MOL_1195465,1.0
CASMI2022,SIRIUS formula-only,completed,native_sirius_formula_only_full_supported_candidate_set,228,6956,1.0,True,True,True,1.0,CASMI_MOL_1196957,1.0
