dataset,model,status,native_or_fallback,query_id,spectrum_id,true_candidate_id,adduct,precursor_mz,candidate_pool_policy,candidate_count,candidate_spectra_count,missing_candidate_spectra,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,elapsed_seconds
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,22,22,CASMI_MOL_1196810,[M+H]+,235.09602715843,full_supported_query_candidate_set,6294,6294,0,0,163.0,False,False,False,0.0061349693251533,208.1929841041565
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,23,23,CASMI_MOL_1196811,[M+H]+,305.24715503306,full_supported_query_candidate_set,5745,5745,0,0,78.0,False,False,False,0.0128205128205128,170.0821716785431
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,24,24,CASMI_MOL_1196813,[M+H]+,251.081286729391,full_supported_query_candidate_set,5015,5015,0,0,523.0,False,False,False,0.0019120458891013,140.5669846534729
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,25,25,CASMI_MOL_1196814,[M+H]+,256.190347458289,full_supported_query_candidate_set,9778,9778,0,0,45.0,False,False,False,0.0222222222222222,318.3164384365082
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,26,26,CASMI_MOL_1196815,[M+H]+,287.113248407357,full_supported_query_candidate_set,8521,8521,0,0,564.0,False,False,False,0.00177304964539,239.528948545456
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,27,27,CASMI_MOL_1196816,[M+H]+,564.248474121094,full_supported_query_candidate_set,3327,3327,0,0,69.0,False,False,False,0.0144927536231884,117.6545548439026
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,29,29,CASMI_MOL_1196818,[M+H]+,442.152698645402,full_supported_query_candidate_set,8062,8062,0,0,21.0,False,False,False,0.0476190476190476,175.97003269195557
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,31,31,CASMI_MOL_1196820,[M+H]+,268.169176279556,full_supported_query_candidate_set,9668,9668,0,0,200.0,False,False,False,0.005,311.1904332637787
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,34,34,CASMI_MOL_1196823,[M+H]+,88.075645446777,full_supported_query_candidate_set,457,457,0,0,7.0,False,False,True,0.1428571428571428,11.840370655059814
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,35,35,CASMI_MOL_1196824,[M+H]+,812.47884213126,full_supported_query_candidate_set,233,233,0,0,71.0,False,False,False,0.0140845070422535,7.23712682723999
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,37,37,CASMI_MOL_1196826,[M+H]+,335.220961257905,full_supported_query_candidate_set,8957,8957,0,0,1450.0,False,False,False,0.0006896551724137,283.519317150116
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,38,38,CASMI_MOL_1196827,[M+H]+,267.158658505007,full_supported_query_candidate_set,9532,9532,0,0,77.0,False,False,False,0.0129870129870129,303.13180208206177
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,39,39,CASMI_MOL_1196829,[M+H]+,110.059909596967,full_supported_query_candidate_set,859,859,0,0,327.0,False,False,False,0.0030581039755351,43.09628057479858
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,40,40,CASMI_MOL_1196830,[M+H]+,457.20099752921,full_supported_query_candidate_set,7695,7695,0,0,72.0,False,False,False,0.0138888888888888,277.9385204315185
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,41,41,CASMI_MOL_1196831,[M+H]+,484.216078579256,full_supported_query_candidate_set,5158,5158,0,0,2.0,False,True,True,0.5,176.0493483543396
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,42,42,CASMI_MOL_1196832,[M+H]+,395.232386610341,full_supported_query_candidate_set,9484,9484,0,0,954.0,False,False,False,0.0010482180293501,266.3188982009888
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,43,43,CASMI_MOL_1196833,[M+H]+,333.205381675245,full_supported_query_candidate_set,8937,8937,0,0,1183.0,False,False,False,0.0008453085376162,240.61412954330444
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,46,46,CASMI_MOL_1196837,[M+H]+,145.075823480782,full_supported_query_candidate_set,960,960,0,0,674.0,False,False,False,0.0014836795252225,29.422773838043213
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,48,48,CASMI_MOL_1196839,[M+H]+,429.226698960775,full_supported_query_candidate_set,9066,9066,0,0,822.0,False,False,False,0.0012165450121654,228.4840226173401
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,50,50,CASMI_MOL_1196841,[M+H]+,173.047241210938,full_supported_query_candidate_set,1506,1506,0,0,322.0,False,False,False,0.0031055900621118,52.41820406913757
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,51,51,CASMI_MOL_1196842,[M+H]+,739.243161879911,full_supported_query_candidate_set,558,558,0,0,388.0,False,False,False,0.0025773195876288,12.71186351776123
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,53,53,CASMI_MOL_1196844,[M+H]+,98.096313476563,full_supported_query_candidate_set,1206,1206,0,0,337.0,False,False,False,0.0029673590504451,28.08409786224365
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,54,54,CASMI_MOL_1196845,[M+H]+,212.081565615679,full_supported_query_candidate_set,6814,6814,0,0,1102.0,False,False,False,0.0009074410163339,201.78655624389648
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,55,55,CASMI_MOL_1196846,[M+H]+,349.200553291463,full_supported_query_candidate_set,9288,9288,0,0,932.0,False,False,False,0.0010729613733905,285.32379841804504
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,56,56,CASMI_MOL_1196828,[M+H]+,267.158989552775,full_supported_query_candidate_set,9532,9532,0,0,989.0,False,False,False,0.0010111223458038,273.83291029930115
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,58,58,CASMI_MOL_1196849,[M+H]+,127.075180638479,full_supported_query_candidate_set,2999,2999,0,0,900.0,False,False,False,0.0011111111111111,78.85814833641052
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,59,59,CASMI_MOL_1196850,[M+H]+,228.231926090935,full_supported_query_candidate_set,9219,9219,0,0,6801.0,False,False,False,0.0001470372004117,221.16328597068787
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,60,60,CASMI_MOL_1196851,[M+H]+,319.226352058803,full_supported_query_candidate_set,7090,7090,0,0,701.0,False,False,False,0.0014265335235378,178.32985043525696
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,61,61,CASMI_MOL_1196853,[M+H]+,485.216505310484,full_supported_query_candidate_set,8027,8027,0,0,972.0,False,False,False,0.0010288065843621,203.2815194129944
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,64,64,CASMI_MOL_1196856,[M+H]+,705.237865088362,full_supported_query_candidate_set,817,817,0,0,207.0,False,False,False,0.0048309178743961,25.125630140304565
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,65,65,CASMI_MOL_1196857,[M+H]+,249.148315429688,full_supported_query_candidate_set,9590,9590,0,0,4858.0,False,False,False,0.0002058460271716,371.4442217350006
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,68,68,CASMI_MOL_1196860,[M+H]+,114.127519082222,full_supported_query_candidate_set,1511,1511,0,0,686.0,False,False,False,0.0014577259475218,59.0925772190094
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,69,69,CASMI_MOL_1196861,[M+H]+,282.169477178943,full_supported_query_candidate_set,9556,9556,0,0,20.0,False,False,False,0.05,272.8697593212128
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,70,70,CASMI_MOL_1196862,[M+H]+,331.189924191026,full_supported_query_candidate_set,8926,8926,0,0,1055.0,False,False,False,0.0009478672985781,252.52133655548096
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,71,71,CASMI_MOL_1196863,[M+H]+,169.12214356171,full_supported_query_candidate_set,9485,9485,0,0,81.0,False,False,False,0.0123456790123456,263.30116391181946
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,74,74,CASMI_MOL_1196866,[M+H]+,144.138018811886,full_supported_query_candidate_set,7251,7251,0,0,848.0,False,False,False,0.0011792452830188,191.0226812362671
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,75,75,CASMI_MOL_1196867,[M+H]+,287.048180621777,full_supported_query_candidate_set,4498,4498,0,0,22.0,False,False,False,0.0454545454545454,120.08830642700195
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,76,76,CASMI_MOL_1196812,[M+H]+,305.247069182952,full_supported_query_candidate_set,5745,5745,0,0,1625.0,False,False,False,0.0006153846153846,125.77042627334596
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,77,77,CASMI_MOL_1196868,[M+H]+,399.237181334685,full_supported_query_candidate_set,8719,8719,0,0,265.0,False,False,False,0.0037735849056603,225.4651937484741
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,78,78,CASMI_MOL_1196869,[M+H]+,103.086471920208,full_supported_query_candidate_set,787,787,0,0,3.0,False,True,True,0.3333333333333333,16.221435546875
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,79,79,CASMI_MOL_1196870,[M+H]+,330.205834046795,full_supported_query_candidate_set,7821,7821,0,0,2698.0,False,False,False,0.0003706449221645,185.89058756828308
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,80,80,CASMI_MOL_1196871,[M+H]+,303.122479714061,full_supported_query_candidate_set,7809,7809,0,0,307.0,False,False,False,0.003257328990228,186.46967816352844
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,82,82,CASMI_MOL_1196873,[M+H]+,140.106780463631,full_supported_query_candidate_set,5788,5788,0,0,2609.0,False,False,False,0.000383288616328,111.02705001831056
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,83,83,CASMI_MOL_1196874,[M+H]+,229.143216539695,full_supported_query_candidate_set,9564,9564,0,0,678.0,False,False,False,0.0014749262536873,218.04466772079468
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,84,84,CASMI_MOL_1196852,[M+H]+,319.226464781691,full_supported_query_candidate_set,7090,7090,0,0,1941.0,False,False,False,0.0005151983513652,159.28493571281433
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,87,87,CASMI_MOL_1196876,[M+H]+,148.075452106098,full_supported_query_candidate_set,2560,2560,0,0,468.0,False,False,False,0.0021367521367521,59.18140959739685
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,88,88,CASMI_MOL_1196877,[M+H]+,489.123474121094,full_supported_query_candidate_set,6054,6054,0,0,1503.0,False,False,False,0.0006653359946773,131.09131503105164
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,89,89,CASMI_MOL_1196805,[M+H]+,251.163883088621,full_supported_query_candidate_set,9564,9564,0,0,2156.0,False,False,False,0.0004638218923933,267.2465934753418
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,90,90,CASMI_MOL_1196878,[M+H]+,337.273519236211,full_supported_query_candidate_set,1959,1959,0,0,1142.0,False,False,False,0.0008756567425569,45.49215149879456
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,93,93,CASMI_MOL_1196881,[M+H]+,278.117219218254,full_supported_query_candidate_set,9460,9460,0,0,6.0,False,False,True,0.1666666666666666,260.270756483078
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,94,94,CASMI_MOL_1196882,[M+H]+,531.4400905022,full_supported_query_candidate_set,347,347,0,0,43.0,False,False,False,0.0232558139534883,6.257058382034302
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,95,95,CASMI_MOL_1196883,[M+H]+,589.299949560662,full_supported_query_candidate_set,1877,1877,0,0,34.0,False,False,False,0.0294117647058823,85.06585812568665
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,96,96,CASMI_MOL_1196884,[M+H]+,421.2579102945,full_supported_query_candidate_set,6683,6683,0,0,846.0,False,False,False,0.0011820330969267,272.4096233844757
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,98,98,CASMI_MOL_1196886,[M+H]+,453.238635252155,full_supported_query_candidate_set,9270,9270,0,0,2166.0,False,False,False,0.0004616805170821,284.2223467826843
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,99,99,CASMI_MOL_1196887,[M+H]+,455.1485326536,full_supported_query_candidate_set,6863,6863,0,0,910.0,False,False,False,0.001098901098901,180.9775395393372
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,100,100,CASMI_MOL_1196888,[M+H]+,329.231892370686,full_supported_query_candidate_set,6530,6530,0,0,209.0,False,False,False,0.0047846889952153,183.8156950473785
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,101,101,CASMI_MOL_1196890,[M+H]+,265.106995360766,full_supported_query_candidate_set,7839,7839,0,0,1200.0,False,False,False,0.0008333333333333,224.9309525489807
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,102,102,CASMI_MOL_1196891,[M+H]+,403.232045400965,full_supported_query_candidate_set,4859,4859,0,0,809.0,False,False,False,0.0012360939431396,145.99061608314514
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,104,104,CASMI_MOL_1196893,[M+H]+,249.078750610352,full_supported_query_candidate_set,8559,8559,0,0,830.0,False,False,False,0.0012048192771084,233.61593198776245
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,105,105,CASMI_MOL_1196894,[M+H]+,361.200375071837,full_supported_query_candidate_set,9237,9237,0,0,56.0,False,False,False,0.0178571428571428,280.2039074897766
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,106,106,CASMI_MOL_1196895,[M+H]+,297.107910928399,full_supported_query_candidate_set,9491,9491,0,0,239.0,False,False,False,0.00418410041841,245.3407018184662
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,107,107,CASMI_MOL_1196896,[M+H]+,317.210886689853,full_supported_query_candidate_set,8301,8301,0,0,169.0,False,False,False,0.0059171597633136,266.7501697540283
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,108,108,CASMI_MOL_1196899,[M+H]+,211.143956950586,full_supported_query_candidate_set,9739,9739,0,0,18.0,False,False,False,0.0555555555555555,331.9085748195648
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,109,109,CASMI_MOL_1196900,[M+H]+,465.102494314505,full_supported_query_candidate_set,4864,4864,0,0,82.0,False,False,False,0.0121951219512195,201.29866290092468
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,111,111,CASMI_MOL_1196902,[M+H]+,173.091842651367,full_supported_query_candidate_set,2744,2744,0,0,2121.0,False,False,False,0.0004714757190004,98.6814785003662
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,112,112,CASMI_MOL_1196903,[M+H]+,275.127474208511,full_supported_query_candidate_set,9092,9092,0,0,1016.0,False,False,False,0.0009842519685039,279.3490059375763
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,113,113,CASMI_MOL_1196905,[M+H]+,384.237576499794,full_supported_query_candidate_set,7164,7164,0,0,13.0,False,False,False,0.0769230769230769,188.2925710678101
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,114,114,CASMI_MOL_1196906,[M+H]+,773.212341308594,full_supported_query_candidate_set,689,689,0,0,72.0,False,False,False,0.0138888888888888,14.48453164100647
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,115,115,CASMI_MOL_1196907,[M+H]+,487.341135509272,full_supported_query_candidate_set,1876,1876,0,0,439.0,False,False,False,0.0022779043280182,46.63593912124634
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,116,116,CASMI_MOL_1196909,[M+H]+,227.117682198429,full_supported_query_candidate_set,9725,9725,0,0,3012.0,False,False,False,0.0003320053120849,246.7545900344849
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,119,119,CASMI_MOL_1196912,[M+H]+,277.133189720886,full_supported_query_candidate_set,9424,9424,0,0,7333.0,False,False,False,0.0001363698349924,209.09078574180603
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,120,120,CASMI_MOL_1196913,[M+H]+,235.16901312256,full_supported_query_candidate_set,9633,9633,0,0,1719.0,False,False,False,0.0005817335660267,197.6524453163147
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,121,121,CASMI_MOL_1196918,[M+H]+,311.148594834163,full_supported_query_candidate_set,9371,9371,0,0,503.0,False,False,False,0.0019880715705765,201.3888030052185
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,122,122,CASMI_MOL_1196919,[M+H]+,516.258822820097,full_supported_query_candidate_set,3108,3108,0,0,728.0,False,False,False,0.0013736263736263,122.25227761268616
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,123,123,CASMI_MOL_1196920,[M+H]+,287.05477511929,full_supported_query_candidate_set,2103,2103,0,0,101.0,False,False,False,0.0099009900990099,91.00844979286194
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,126,126,CASMI_MOL_1196923,[M+H]+,293.164467938574,full_supported_query_candidate_set,9036,9036,0,0,455.0,False,False,False,0.0021978021978021,354.68474435806274
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,127,127,CASMI_MOL_1196924,[M+H]+,485.325432421438,full_supported_query_candidate_set,1657,1657,0,0,457.0,False,False,False,0.0021881838074398,36.95702123641968
