dataset,model,status,native_or_fallback,query_id,spectrum_id,true_candidate_id,adduct,candidate_count,ranked_rows,missing_candidate_spectra,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,elapsed_seconds,rank_output_file,source_file
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,15,15,CASMI_MOL_1196802,[M+H]+,4775,4775,0,90.0,False,False,False,0.0111111111111111,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_15/cfmid_precomputed_ranked_15.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_10_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,16,16,CASMI_MOL_1196803,[M+H]+,103,103,0,5.0,False,True,True,0.2,0.0,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_16/cfmid_precomputed_ranked_16.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_11_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,17,17,CASMI_MOL_1196804,[M+H]+,9564,9564,0,312.0,False,False,False,0.0032051282051282,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_17/cfmid_precomputed_ranked_17.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_10_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,18,18,CASMI_MOL_1196806,[M+H]+,6548,6548,0,1612.0,False,False,False,0.0006203473945409,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_18/cfmid_precomputed_ranked_18.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_10_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,21,21,CASMI_MOL_1196809,[M+H]+,5615,5615,0,169.0,False,False,False,0.0059171597633136,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_21/cfmid_precomputed_ranked_21.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_10_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,22,22,CASMI_MOL_1196810,[M+H]+,6294,6294,0,2372.0,False,False,False,0.0004215851602023,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_22/cfmid_precomputed_ranked_22.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_15_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,23,23,CASMI_MOL_1196811,[M+H]+,5745,5745,0,138.0,False,False,False,0.0072463768115942,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_23/cfmid_precomputed_ranked_23.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_15_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,24,24,CASMI_MOL_1196813,[M+H]+,5015,5015,0,117.0,False,False,False,0.0085470085470085,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_24/cfmid_precomputed_ranked_24.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_15_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,25,25,CASMI_MOL_1196814,[M+H]+,9778,9778,0,4.0,False,True,True,0.25,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_25/cfmid_precomputed_ranked_25.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_15_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,26,26,CASMI_MOL_1196815,[M+H]+,8521,8521,0,37.0,False,False,False,0.027027027027027,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_26/cfmid_precomputed_ranked_26.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_15_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,27,27,CASMI_MOL_1196816,[M+H]+,3327,3327,0,5.0,False,True,True,0.2,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_27/cfmid_precomputed_ranked_27.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_20_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,29,29,CASMI_MOL_1196818,[M+H]+,8062,8062,0,25.0,False,False,False,0.04,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_29/cfmid_precomputed_ranked_29.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_20_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,31,31,CASMI_MOL_1196820,[M+H]+,9668,9668,0,2616.0,False,False,False,0.0003822629969418,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_31/cfmid_precomputed_ranked_31.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_20_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,34,34,CASMI_MOL_1196823,[M+H]+,457,457,0,94.0,False,False,False,0.0106382978723404,0.2145664691925048,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_34/cfmid_precomputed_ranked_34.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_23_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,35,35,CASMI_MOL_1196824,[M+H]+,233,233,0,31.0,False,False,False,0.032258064516129,0.0,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_35/cfmid_precomputed_ranked_35.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_24_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,37,37,CASMI_MOL_1196826,[M+H]+,8957,8957,0,1266.0,False,False,False,0.0007898894154818,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_37/cfmid_precomputed_ranked_37.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_25_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,38,38,CASMI_MOL_1196827,[M+H]+,9532,9532,0,288.0,False,False,False,0.0034722222222222,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_38/cfmid_precomputed_ranked_38.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_25_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,39,39,CASMI_MOL_1196829,[M+H]+,859,859,0,370.0,False,False,False,0.0027027027027027,0.414738655090332,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_39/cfmid_precomputed_ranked_39.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_27_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,40,40,CASMI_MOL_1196830,[M+H]+,7695,7695,0,23.0,False,False,False,0.0434782608695652,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_40/cfmid_precomputed_ranked_40.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_25_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,41,41,CASMI_MOL_1196831,[M+H]+,5158,5158,0,1.0,True,True,True,1.0,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_41/cfmid_precomputed_ranked_41.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_25_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,42,42,CASMI_MOL_1196832,[M+H]+,9484,9484,0,382.0,False,False,False,0.0026178010471204,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_42/cfmid_precomputed_ranked_42.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_30_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,43,43,CASMI_MOL_1196833,[M+H]+,8937,8937,0,947.0,False,False,False,0.0010559662090813,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_43/cfmid_precomputed_ranked_43.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_30_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,46,46,CASMI_MOL_1196837,[M+H]+,960,960,0,191.0,False,False,False,0.0052356020942408,0.4649994373321533,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_46/cfmid_precomputed_ranked_46.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_32_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,48,48,CASMI_MOL_1196839,[M+H]+,9066,9066,0,778.0,False,False,False,0.0012853470437017,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_48/cfmid_precomputed_ranked_48.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_30_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,50,50,CASMI_MOL_1196841,[M+H]+,1506,1506,0,934.0,False,False,False,0.0010706638115631,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_50/cfmid_precomputed_ranked_50.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_30_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,51,51,CASMI_MOL_1196842,[M+H]+,558,558,0,54.0,False,False,False,0.0185185185185185,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_51/cfmid_precomputed_ranked_51.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_35_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,53,53,CASMI_MOL_1196844,[M+H]+,1206,1206,0,848.0,False,False,False,0.0011792452830188,0.565422534942627,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_53/cfmid_precomputed_ranked_53.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_36_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,54,54,CASMI_MOL_1196845,[M+H]+,6814,6814,0,103.0,False,False,False,0.0097087378640776,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_54/cfmid_precomputed_ranked_54.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_35_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,55,55,CASMI_MOL_1196846,[M+H]+,9288,9288,0,527.0,False,False,False,0.0018975332068311,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_55/cfmid_precomputed_ranked_55.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_35_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,56,56,CASMI_MOL_1196828,[M+H]+,9532,9532,0,1030.0,False,False,False,0.0009708737864077,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_56/cfmid_precomputed_ranked_56.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_35_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,58,58,CASMI_MOL_1196849,[M+H]+,2999,2999,0,506.0,False,False,False,0.0019762845849802,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_58/cfmid_precomputed_ranked_58.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_40_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,59,59,CASMI_MOL_1196850,[M+H]+,9219,9219,0,4156.0,False,False,False,0.0002406159769008,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_59/cfmid_precomputed_ranked_59.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_40_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,60,60,CASMI_MOL_1196851,[M+H]+,7090,7090,0,1523.0,False,False,False,0.0006565988181221,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_60/cfmid_precomputed_ranked_60.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_40_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,61,61,CASMI_MOL_1196853,[M+H]+,8027,8027,0,24.0,False,False,False,0.0416666666666666,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_61/cfmid_precomputed_ranked_61.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_40_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,64,64,CASMI_MOL_1196856,[M+H]+,817,817,0,1.0,True,True,True,1.0,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_64/cfmid_precomputed_ranked_64.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_40_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,65,65,CASMI_MOL_1196857,[M+H]+,9590,9590,0,3658.0,False,False,False,0.0002733734281027,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_65/cfmid_precomputed_ranked_65.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_45_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,68,68,CASMI_MOL_1196860,[M+H]+,1511,1511,0,2.0,False,True,True,0.5,0.7151694297790527,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_68/cfmid_precomputed_ranked_68.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_46_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,69,69,CASMI_MOL_1196861,[M+H]+,9556,9556,0,105.0,False,False,False,0.0095238095238095,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_69/cfmid_precomputed_ranked_69.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_45_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,70,70,CASMI_MOL_1196862,[M+H]+,8926,8926,0,67.0,False,False,False,0.0149253731343283,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_70/cfmid_precomputed_ranked_70.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_45_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,71,71,CASMI_MOL_1196863,[M+H]+,9485,9485,0,13.0,False,False,False,0.0769230769230769,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_71/cfmid_precomputed_ranked_71.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_45_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,74,74,CASMI_MOL_1196866,[M+H]+,7251,7251,0,3584.0,False,False,False,0.0002790178571428,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_74/cfmid_precomputed_ranked_74.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_50_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,75,75,CASMI_MOL_1196867,[M+H]+,4498,4498,0,14.0,False,False,False,0.0714285714285714,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_75/cfmid_precomputed_ranked_75.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_50_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,76,76,CASMI_MOL_1196812,[M+H]+,5745,5745,0,1138.0,False,False,False,0.0008787346221441,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_76/cfmid_precomputed_ranked_76.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_50_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,77,77,CASMI_MOL_1196868,[M+H]+,8719,8719,0,10.0,False,False,True,0.1,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_77/cfmid_precomputed_ranked_77.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_50_5_results.csv
CASMI2022,CFM-ID,completed,native_cfmid_precomputed_full_supported_queries,78,78,CASMI_MOL_1196869,[M+H]+,787,787,0,67.0,False,False,False,0.0149253731343283,0.364804744720459,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_78/cfmid_precomputed_ranked_78.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_54_1_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,79,79,CASMI_MOL_1196870,[M+H]+,7821,7821,0,890.0,False,False,False,0.0011235955056179,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_79/cfmid_precomputed_ranked_79.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_55_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,80,80,CASMI_MOL_1196871,[M+H]+,7809,7809,0,69.0,False,False,False,0.0144927536231884,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_80/cfmid_precomputed_ranked_80.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_55_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,82,82,CASMI_MOL_1196873,[M+H]+,5788,5788,0,238.0,False,False,False,0.0042016806722689,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_82/cfmid_precomputed_ranked_82.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_55_5_results.csv
CASMI2022,CFM-ID,completed_cached,native_cfmid_precomputed_full_supported_queries,83,83,CASMI_MOL_1196874,[M+H]+,9564,9564,0,518.0,False,False,False,0.0019305019305019,0.0,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_83/cfmid_precomputed_ranked_83.txt,/home/zhome/fragannotor_remote/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/query_shard_55_5_results.csv
