dataset,model,status,native_or_fallback,query_id,spectrum_id,true_candidate_id,adduct,precursor_mz,candidate_pool_policy,candidate_count,candidate_spectra_count,missing_candidate_spectra,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,elapsed_seconds
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,22,22,CASMI_MOL_1196810,[M+H]+,235.09602715843,full_supported_query_candidate_set,6294,6294,0,0,163.0,False,False,False,0.0061349693251533,208.1929841041565
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,31,31,CASMI_MOL_1196820,[M+H]+,268.169176279556,full_supported_query_candidate_set,9668,9668,0,0,200.0,False,False,False,0.005,311.1904332637787
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,34,34,CASMI_MOL_1196823,[M+H]+,88.075645446777,full_supported_query_candidate_set,457,457,0,0,7.0,False,False,True,0.1428571428571428,11.840370655059814
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,35,35,CASMI_MOL_1196824,[M+H]+,812.47884213126,full_supported_query_candidate_set,233,233,0,0,71.0,False,False,False,0.0140845070422535,7.23712682723999
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,37,37,CASMI_MOL_1196826,[M+H]+,335.220961257905,full_supported_query_candidate_set,8957,8957,0,0,1450.0,False,False,False,0.0006896551724137,283.519317150116
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,38,38,CASMI_MOL_1196827,[M+H]+,267.158658505007,full_supported_query_candidate_set,9532,9532,0,0,77.0,False,False,False,0.0129870129870129,303.13180208206177
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,39,39,CASMI_MOL_1196829,[M+H]+,110.059909596967,full_supported_query_candidate_set,859,859,0,0,327.0,False,False,False,0.0030581039755351,43.09628057479858
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,40,40,CASMI_MOL_1196830,[M+H]+,457.20099752921,full_supported_query_candidate_set,7695,7695,0,0,72.0,False,False,False,0.0138888888888888,277.9385204315185
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,41,41,CASMI_MOL_1196831,[M+H]+,484.216078579256,full_supported_query_candidate_set,5158,5158,0,0,2.0,False,True,True,0.5,176.0493483543396
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,42,42,CASMI_MOL_1196832,[M+H]+,395.232386610341,full_supported_query_candidate_set,9484,9484,0,0,954.0,False,False,False,0.0010482180293501,266.3188982009888
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,43,43,CASMI_MOL_1196833,[M+H]+,333.205381675245,full_supported_query_candidate_set,8937,8937,0,0,1183.0,False,False,False,0.0008453085376162,240.61412954330444
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,46,46,CASMI_MOL_1196837,[M+H]+,145.075823480782,full_supported_query_candidate_set,960,960,0,0,674.0,False,False,False,0.0014836795252225,29.422773838043213
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,48,48,CASMI_MOL_1196839,[M+H]+,429.226698960775,full_supported_query_candidate_set,9066,9066,0,0,822.0,False,False,False,0.0012165450121654,228.4840226173401
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,50,50,CASMI_MOL_1196841,[M+H]+,173.047241210938,full_supported_query_candidate_set,1506,1506,0,0,322.0,False,False,False,0.0031055900621118,52.41820406913757
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,51,51,CASMI_MOL_1196842,[M+H]+,739.243161879911,full_supported_query_candidate_set,558,558,0,0,388.0,False,False,False,0.0025773195876288,12.71186351776123
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,53,53,CASMI_MOL_1196844,[M+H]+,98.096313476563,full_supported_query_candidate_set,1206,1206,0,0,337.0,False,False,False,0.0029673590504451,28.08409786224365
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,54,54,CASMI_MOL_1196845,[M+H]+,212.081565615679,full_supported_query_candidate_set,6814,6814,0,0,1102.0,False,False,False,0.0009074410163339,201.78655624389648
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,64,64,CASMI_MOL_1196856,[M+H]+,705.237865088362,full_supported_query_candidate_set,817,817,0,0,207.0,False,False,False,0.0048309178743961,25.125630140304565
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,65,65,CASMI_MOL_1196857,[M+H]+,249.148315429688,full_supported_query_candidate_set,9590,9590,0,0,4858.0,False,False,False,0.0002058460271716,371.4442217350006
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,68,68,CASMI_MOL_1196860,[M+H]+,114.127519082222,full_supported_query_candidate_set,1511,1511,0,0,686.0,False,False,False,0.0014577259475218,59.0925772190094
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,69,69,CASMI_MOL_1196861,[M+H]+,282.169477178943,full_supported_query_candidate_set,9556,9556,0,0,20.0,False,False,False,0.05,272.8697593212128
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,70,70,CASMI_MOL_1196862,[M+H]+,331.189924191026,full_supported_query_candidate_set,8926,8926,0,0,1055.0,False,False,False,0.0009478672985781,252.52133655548096
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,71,71,CASMI_MOL_1196863,[M+H]+,169.12214356171,full_supported_query_candidate_set,9485,9485,0,0,81.0,False,False,False,0.0123456790123456,263.30116391181946
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,74,74,CASMI_MOL_1196866,[M+H]+,144.138018811886,full_supported_query_candidate_set,7251,7251,0,0,848.0,False,False,False,0.0011792452830188,191.0226812362671
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,75,75,CASMI_MOL_1196867,[M+H]+,287.048180621777,full_supported_query_candidate_set,4498,4498,0,0,22.0,False,False,False,0.0454545454545454,120.08830642700195
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,76,76,CASMI_MOL_1196812,[M+H]+,305.247069182952,full_supported_query_candidate_set,5745,5745,0,0,1625.0,False,False,False,0.0006153846153846,125.77042627334596
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,77,77,CASMI_MOL_1196868,[M+H]+,399.237181334685,full_supported_query_candidate_set,8719,8719,0,0,265.0,False,False,False,0.0037735849056603,225.4651937484741
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,78,78,CASMI_MOL_1196869,[M+H]+,103.086471920208,full_supported_query_candidate_set,787,787,0,0,3.0,False,True,True,0.3333333333333333,16.221435546875
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,79,79,CASMI_MOL_1196870,[M+H]+,330.205834046795,full_supported_query_candidate_set,7821,7821,0,0,2698.0,False,False,False,0.0003706449221645,185.89058756828308
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,80,80,CASMI_MOL_1196871,[M+H]+,303.122479714061,full_supported_query_candidate_set,7809,7809,0,0,307.0,False,False,False,0.003257328990228,186.46967816352844
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,82,82,CASMI_MOL_1196873,[M+H]+,140.106780463631,full_supported_query_candidate_set,5788,5788,0,0,2609.0,False,False,False,0.000383288616328,111.02705001831056
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,95,95,CASMI_MOL_1196883,[M+H]+,589.299949560662,full_supported_query_candidate_set,1877,1877,0,0,34.0,False,False,False,0.0294117647058823,85.06585812568665
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,96,96,CASMI_MOL_1196884,[M+H]+,421.2579102945,full_supported_query_candidate_set,6683,6683,0,0,846.0,False,False,False,0.0011820330969267,272.4096233844757
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,98,98,CASMI_MOL_1196886,[M+H]+,453.238635252155,full_supported_query_candidate_set,9270,9270,0,0,2166.0,False,False,False,0.0004616805170821,284.2223467826843
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,99,99,CASMI_MOL_1196887,[M+H]+,455.1485326536,full_supported_query_candidate_set,6863,6863,0,0,910.0,False,False,False,0.001098901098901,180.9775395393372
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,100,100,CASMI_MOL_1196888,[M+H]+,329.231892370686,full_supported_query_candidate_set,6530,6530,0,0,209.0,False,False,False,0.0047846889952153,183.8156950473785
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,101,101,CASMI_MOL_1196890,[M+H]+,265.106995360766,full_supported_query_candidate_set,7839,7839,0,0,1200.0,False,False,False,0.0008333333333333,224.9309525489807
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,102,102,CASMI_MOL_1196891,[M+H]+,403.232045400965,full_supported_query_candidate_set,4859,4859,0,0,809.0,False,False,False,0.0012360939431396,145.99061608314514
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,104,104,CASMI_MOL_1196893,[M+H]+,249.078750610352,full_supported_query_candidate_set,8559,8559,0,0,830.0,False,False,False,0.0012048192771084,233.61593198776245
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,105,105,CASMI_MOL_1196894,[M+H]+,361.200375071837,full_supported_query_candidate_set,9237,9237,0,0,56.0,False,False,False,0.0178571428571428,280.2039074897766
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,106,106,CASMI_MOL_1196895,[M+H]+,297.107910928399,full_supported_query_candidate_set,9491,9491,0,0,239.0,False,False,False,0.00418410041841,245.3407018184662
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,107,107,CASMI_MOL_1196896,[M+H]+,317.210886689853,full_supported_query_candidate_set,8301,8301,0,0,169.0,False,False,False,0.0059171597633136,266.7501697540283
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,122,122,CASMI_MOL_1196919,[M+H]+,516.258822820097,full_supported_query_candidate_set,3108,3108,0,0,728.0,False,False,False,0.0013736263736263,122.25227761268616
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,123,123,CASMI_MOL_1196920,[M+H]+,287.05477511929,full_supported_query_candidate_set,2103,2103,0,0,101.0,False,False,False,0.0099009900990099,91.00844979286194
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,126,126,CASMI_MOL_1196923,[M+H]+,293.164467938574,full_supported_query_candidate_set,9036,9036,0,0,455.0,False,False,False,0.0021978021978021,354.68474435806274
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,127,127,CASMI_MOL_1196924,[M+H]+,485.325432421438,full_supported_query_candidate_set,1657,1657,0,0,457.0,False,False,False,0.0021881838074398,36.95702123641968
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,128,128,CASMI_MOL_1196925,[M+H]+,266.102037994695,full_supported_query_candidate_set,9700,9700,0,0,12.0,False,False,False,0.0833333333333333,252.31712007522583
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,129,129,CASMI_MOL_1196897,[M+H]+,317.210865326987,full_supported_query_candidate_set,8301,8301,0,0,129.0,False,False,False,0.0077519379844961,229.91582894325256
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,130,130,CASMI_MOL_1196926,[M+H]+,273.111899404508,full_supported_query_candidate_set,9113,9113,0,0,374.0,False,False,False,0.0026737967914438,251.294557094574
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,131,131,CASMI_MOL_1196928,[M+H]+,226.143449486821,full_supported_query_candidate_set,9650,9650,0,0,1785.0,False,False,False,0.0005602240896358,268.9589719772339
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,132,132,CASMI_MOL_1196929,[M+H]+,343.190181065075,full_supported_query_candidate_set,9018,9018,0,0,1287.0,False,False,False,0.0007770007770007,224.13988637924197
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,135,135,CASMI_MOL_1196933,[M+H]+,352.237811279235,full_supported_query_candidate_set,6577,6577,0,0,361.0,False,False,False,0.002770083102493,141.4593334197998
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,136,136,CASMI_MOL_1196934,[M+H]+,273.205748250264,full_supported_query_candidate_set,9626,9626,0,0,160.0,False,False,False,0.00625,217.44740891456604
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,137,137,CASMI_MOL_1196935,[M+H]+,413.159051409611,full_supported_query_candidate_set,8774,8774,0,0,673.0,False,False,False,0.0014858841010401,269.6879658699036
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,150,150,CASMI_MOL_1196949,[M+H]+,379.245232516541,full_supported_query_candidate_set,7703,7703,0,0,7466.0,False,False,False,0.0001339405304045,248.89692878723145
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,151,151,CASMI_MOL_1196950,[M+H]+,223.059992250151,full_supported_query_candidate_set,1793,1793,0,0,1487.0,False,False,False,0.0006724949562878,56.416544914245605
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,155,155,CASMI_MOL_1196954,[M+H]+,383.178221106453,full_supported_query_candidate_set,9273,9273,0,0,13.0,False,False,False,0.0769230769230769,282.8719644546509
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,156,156,CASMI_MOL_1196955,[M+H]+,331.175020785177,full_supported_query_candidate_set,8995,8995,0,0,214.0,False,False,False,0.0046728971962616,212.39149808883667
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,157,157,CASMI_MOL_1196956,[M+H]+,243.101852416992,full_supported_query_candidate_set,6956,6956,0,0,2744.0,False,False,False,0.0003644314868804,187.16085386276245
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,158,158,CASMI_MOL_1196958,[M+H]+,500.26370961297,full_supported_query_candidate_set,3729,3729,0,0,1823.0,False,False,False,0.0005485463521667,89.91343998908997
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,159,159,CASMI_MOL_1196914,[M+H]+,235.169138407502,full_supported_query_candidate_set,9633,9633,0,0,4691.0,False,False,False,0.0002131741632914,223.46472120285037
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,163,163,CASMI_MOL_1196962,[M+H]+,778.412071426478,full_supported_query_candidate_set,361,361,0,0,336.0,False,False,False,0.0029761904761904,7.80959677696228
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,164,164,CASMI_MOL_1196963,[M+H]+,319.174937465293,full_supported_query_candidate_set,9014,9014,0,0,97.0,False,False,False,0.0103092783505154,212.6267302036285
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,165,165,CASMI_MOL_1196937,[M+H]+,903.254435229549,full_supported_query_candidate_set,631,631,0,0,339.0,False,False,False,0.0029498525073746,13.660603046417236
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,166,166,CASMI_MOL_1196964,[M+H]+,197.117068765905,full_supported_query_candidate_set,6879,6879,0,0,1136.0,False,False,False,0.0008802816901408,165.411847114563
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,169,169,CASMI_MOL_1196967,[M+H]+,586.21728515625,full_supported_query_candidate_set,4670,4670,0,0,344.0,False,False,False,0.002906976744186,177.22192549705505
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,170,170,CASMI_MOL_1196898,[M+H]+,317.210941458283,full_supported_query_candidate_set,8301,8301,0,0,221.0,False,False,False,0.004524886877828,294.218594789505
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,171,171,CASMI_MOL_1196968,[M+H]+,647.232372764582,full_supported_query_candidate_set,1728,1728,0,0,80.0,False,False,False,0.0125,47.39805960655213
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,172,172,CASMI_MOL_1196879,[M+H]+,337.273350277786,full_supported_query_candidate_set,1959,1959,0,0,748.0,False,False,False,0.0013368983957219,48.00729584693909
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,173,173,CASMI_MOL_1196969,[M+H]+,417.138772181597,full_supported_query_candidate_set,8918,8918,0,0,497.0,False,False,False,0.0020120724346076,259.55242228508
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,185,185,CASMI_MOL_1196979,[M+H]+,193.085852176167,full_supported_query_candidate_set,6320,6320,0,0,2755.0,False,False,False,0.0003629764065335,153.88653802871704
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,186,186,CASMI_MOL_1196980,[M+H]+,267.122505644981,full_supported_query_candidate_set,9661,9661,0,0,46.0,False,False,False,0.0217391304347826,200.9707474708557
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,187,187,CASMI_MOL_1196981,[M+H]+,403.138301404899,full_supported_query_candidate_set,8418,8418,0,0,924.0,False,False,False,0.001082251082251,180.93993592262268
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,188,188,CASMI_MOL_1196982,[M+H]+,469.22139095747,full_supported_query_candidate_set,6643,6643,0,0,349.0,False,False,False,0.0028653295128939,174.27162194252014
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,189,189,CASMI_MOL_1196983,[M+H]+,368.217760698508,full_supported_query_candidate_set,3839,3839,0,0,28.0,False,False,False,0.0357142857142857,111.61001110076904
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,190,190,CASMI_MOL_1196940,[M+H]+,275.163853197791,full_supported_query_candidate_set,9134,9134,0,0,3490.0,False,False,False,0.0002865329512893,287.04108572006226
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,191,191,CASMI_MOL_1196908,[M+H]+,487.341250778403,full_supported_query_candidate_set,1876,1876,0,0,790.0,False,False,False,0.0012658227848101,74.71222925186157
