query_id,query_mol_id,adduct,precursor_mz,candidate_count,cfmid4_supported,primary_strategy,include_in_native_cfmid_supported_metric,convert_to_other_adduct,strategy_reason,future_options
63,1196855,[M+Na]+,268.070158812618,8014,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
66,1196858,[M+Na]+,561.120702014163,2270,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
67,1196859,[M+Na]+,424.172282644071,8816,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
72,1196864,[M+Na]+,513.235635179633,5479,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
73,1196865,[M+Na]+,279.19292316249,2717,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
81,1196872,[M+Na]+,695.433174080825,276,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
85,1196834,[M+Na]+,355.1875765972,8937,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
86,1196875,[M+Na]+,359.218938552257,6588,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
91,1196847,[M+Na]+,371.182586369526,9288,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
92,1196880,[M+Na]+,551.281937260959,1729,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
97,1196885,[M+Na]+,553.261576373118,2593,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
103,1196892,[M+Na]+,685.391173042312,678,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
110,1196901,[M+Na]+,569.344143925056,824,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
117,1196910,[M+Na]+,391.151150234014,8880,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
118,1196911,[M+Na]+,343.223900602643,6128,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
124,1196921,[M+Na]+,557.1986375529,5266,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
125,1196922,[M+Na]+,321.130456878152,9436,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
133,1196930,[M+Na]+,392.2040554259,9193,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
134,1196932,[M+Na]+,553.225502325156,3361,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
141,1196941,[M+Na]+,365.099067602426,8475,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
148,1196947,[M+Na]+,345.239577329631,3587,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
152,1196951,[M+Na]+,209.078338623047,6533,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
153,1196952,[M+Na]+,475.17834109672,8974,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
154,1196953,[M+Na]+,338.120757952349,9077,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
160,1196959,[M+Na]+,675.407116912686,658,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
161,1196960,[M+Na]+,543.198551160103,4817,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
162,1196961,[M+Na]+,808.339580864948,529,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
167,1196965,[M+Na]+,291.156443456133,9536,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
168,1196966,[M+Na]+,373.197929451086,8963,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
174,1196970,[M+Na]+,965.470336914063,388,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
175,1196971,[M+Na]+,561.194132924822,4553,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
182,1196977,[M+Na]+,673.391311496026,826,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
183,1196931,[M+Na]+,392.204095726442,9193,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
184,1196978,[M+Na]+,921.496181071942,219,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
197,1196989,[M+Na]+,817.357713514593,1202,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
198,1196990,[M+Na]+,237.109558105469,9529,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
202,1196994,[M+Na]+,285.130608044406,9704,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
203,1196889,[M+Na]+,351.213809878461,6530,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
204,1196995,[M+Na]+,553.239949722027,3820,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
217,1197005,[M+Na]+,367.245134102404,4945,False,report_as_unsupported_adduct_stratum,False,False,The local cfmid4 model directory has no [M+Na]+ model. Converting [M+Na]+ spectra to [M+H]+ would change ion/adduct fragmentation assumptions and is not a native CFM-ID evaluation.,"Add a validated [M+Na]+ CFM-ID model, run a separate sodium-adduct external model, or report [M+Na]+ as an unsupported CASMI stratum."
