supported_index,query_id,query_mol_id,adduct,precursor_mz,candidate_count,status,completed,ranked_rows,missing_candidate_spectra,true_rank,rank_output_file
47,69,1196861,[M+H]+,282.169477178943,9556,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_69/cfmid_precomputed_ranked_69.txt
48,70,1196862,[M+H]+,331.189924191026,8926,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_70/cfmid_precomputed_ranked_70.txt
49,71,1196863,[M+H]+,169.12214356171,9485,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_71/cfmid_precomputed_ranked_71.txt
50,74,1196866,[M+H]+,144.138018811886,7251,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_74/cfmid_precomputed_ranked_74.txt
51,75,1196867,[M+H]+,287.048180621777,4498,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_75/cfmid_precomputed_ranked_75.txt
52,76,1196812,[M+H]+,305.247069182952,5745,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_76/cfmid_precomputed_ranked_76.txt
53,77,1196868,[M+H]+,399.237181334685,8719,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_77/cfmid_precomputed_ranked_77.txt
55,79,1196870,[M+H]+,330.205834046795,7821,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_79/cfmid_precomputed_ranked_79.txt
56,80,1196871,[M+H]+,303.122479714061,7809,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_80/cfmid_precomputed_ranked_80.txt
57,82,1196873,[M+H]+,140.106780463631,5788,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_82/cfmid_precomputed_ranked_82.txt
58,83,1196874,[M+H]+,229.143216539695,9564,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_83/cfmid_precomputed_ranked_83.txt
59,84,1196852,[M+H]+,319.226464781691,7090,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_84/cfmid_precomputed_ranked_84.txt
60,87,1196876,[M+H]+,148.075452106098,2560,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_87/cfmid_precomputed_ranked_87.txt
61,88,1196877,[M+H]+,489.123474121094,6054,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_88/cfmid_precomputed_ranked_88.txt
62,89,1196805,[M+H]+,251.163883088621,9564,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_89/cfmid_precomputed_ranked_89.txt
63,90,1196878,[M+H]+,337.273519236211,1959,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_90/cfmid_precomputed_ranked_90.txt
64,93,1196881,[M+H]+,278.117219218254,9460,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_93/cfmid_precomputed_ranked_93.txt
65,94,1196882,[M+H]+,531.4400905022,347,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_94/cfmid_precomputed_ranked_94.txt
66,95,1196883,[M+H]+,589.299949560662,1877,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_95/cfmid_precomputed_ranked_95.txt
67,96,1196884,[M+H]+,421.2579102945,6683,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_96/cfmid_precomputed_ranked_96.txt
68,98,1196886,[M+H]+,453.238635252155,9270,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_98/cfmid_precomputed_ranked_98.txt
69,99,1196887,[M+H]+,455.1485326536,6863,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_99/cfmid_precomputed_ranked_99.txt
70,100,1196888,[M+H]+,329.231892370686,6530,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_100/cfmid_precomputed_ranked_100.txt
71,101,1196890,[M+H]+,265.106995360766,7839,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_101/cfmid_precomputed_ranked_101.txt
72,102,1196891,[M+H]+,403.232045400965,4859,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_102/cfmid_precomputed_ranked_102.txt
73,104,1196893,[M+H]+,249.078750610352,8559,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_104/cfmid_precomputed_ranked_104.txt
74,105,1196894,[M+H]+,361.200375071837,9237,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_105/cfmid_precomputed_ranked_105.txt
75,106,1196895,[M+H]+,297.107910928399,9491,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_106/cfmid_precomputed_ranked_106.txt
76,107,1196896,[M+H]+,317.210886689853,8301,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_107/cfmid_precomputed_ranked_107.txt
77,108,1196899,[M+H]+,211.143956950586,9739,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_108/cfmid_precomputed_ranked_108.txt
78,109,1196900,[M+H]+,465.102494314505,4864,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_109/cfmid_precomputed_ranked_109.txt
79,111,1196902,[M+H]+,173.091842651367,2744,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_111/cfmid_precomputed_ranked_111.txt
80,112,1196903,[M+H]+,275.127474208511,9092,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_112/cfmid_precomputed_ranked_112.txt
81,113,1196905,[M+H]+,384.237576499794,7164,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_113/cfmid_precomputed_ranked_113.txt
82,114,1196906,[M+H]+,773.212341308594,689,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_114/cfmid_precomputed_ranked_114.txt
83,115,1196907,[M+H]+,487.341135509272,1876,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_115/cfmid_precomputed_ranked_115.txt
84,116,1196909,[M+H]+,227.117682198429,9725,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_116/cfmid_precomputed_ranked_116.txt
85,119,1196912,[M+H]+,277.133189720886,9424,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_119/cfmid_precomputed_ranked_119.txt
86,120,1196913,[M+H]+,235.16901312256,9633,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_120/cfmid_precomputed_ranked_120.txt
87,121,1196918,[M+H]+,311.148594834163,9371,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_121/cfmid_precomputed_ranked_121.txt
88,122,1196919,[M+H]+,516.258822820097,3108,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_122/cfmid_precomputed_ranked_122.txt
89,123,1196920,[M+H]+,287.05477511929,2103,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_123/cfmid_precomputed_ranked_123.txt
90,126,1196923,[M+H]+,293.164467938574,9036,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_126/cfmid_precomputed_ranked_126.txt
91,127,1196924,[M+H]+,485.325432421438,1657,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_127/cfmid_precomputed_ranked_127.txt
92,128,1196925,[M+H]+,266.102037994695,9700,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_128/cfmid_precomputed_ranked_128.txt
93,129,1196897,[M+H]+,317.210865326987,8301,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_129/cfmid_precomputed_ranked_129.txt
94,130,1196926,[M+H]+,273.111899404508,9113,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_130/cfmid_precomputed_ranked_130.txt
95,131,1196928,[M+H]+,226.143449486821,9650,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_131/cfmid_precomputed_ranked_131.txt
96,132,1196929,[M+H]+,343.190181065075,9018,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_132/cfmid_precomputed_ranked_132.txt
97,135,1196933,[M+H]+,352.237811279235,6577,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_135/cfmid_precomputed_ranked_135.txt
98,136,1196934,[M+H]+,273.205748250264,9626,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_136/cfmid_precomputed_ranked_136.txt
99,137,1196935,[M+H]+,413.159051409611,8774,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_137/cfmid_precomputed_ranked_137.txt
100,138,1196936,[M+H]+,387.179762289554,8939,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_138/cfmid_precomputed_ranked_138.txt
101,139,1196937,[M+H]+,903.254552637546,631,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_139/cfmid_precomputed_ranked_139.txt
102,140,1196939,[M+H]+,275.163851548862,9134,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_140/cfmid_precomputed_ranked_140.txt
103,142,1196942,[M+H]+,371.148665955677,9236,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_142/cfmid_precomputed_ranked_142.txt
104,143,1196943,[M+H]+,377.159048235277,8691,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_143/cfmid_precomputed_ranked_143.txt
105,144,1196944,[M+H]+,281.138108031761,9540,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_144/cfmid_precomputed_ranked_144.txt
107,146,1196945,[M+H]+,659.305358886719,1277,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_146/cfmid_precomputed_ranked_146.txt
108,147,1196946,[M+H]+,417.247928865327,4034,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_147/cfmid_precomputed_ranked_147.txt
109,149,1196948,[M+H]+,369.132758072946,9235,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_149/cfmid_precomputed_ranked_149.txt
110,150,1196949,[M+H]+,379.245232516541,7703,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_150/cfmid_precomputed_ranked_150.txt
111,151,1196950,[M+H]+,223.059992250151,1793,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_151/cfmid_precomputed_ranked_151.txt
112,155,1196954,[M+H]+,383.178221106453,9273,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_155/cfmid_precomputed_ranked_155.txt
113,156,1196955,[M+H]+,331.175020785177,8995,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_156/cfmid_precomputed_ranked_156.txt
114,157,1196956,[M+H]+,243.101852416992,6956,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_157/cfmid_precomputed_ranked_157.txt
115,158,1196958,[M+H]+,500.26370961297,3729,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_158/cfmid_precomputed_ranked_158.txt
116,159,1196914,[M+H]+,235.169138407502,9633,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_159/cfmid_precomputed_ranked_159.txt
117,163,1196962,[M+H]+,778.412071426478,361,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_163/cfmid_precomputed_ranked_163.txt
118,164,1196963,[M+H]+,319.174937465293,9014,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_164/cfmid_precomputed_ranked_164.txt
119,165,1196937,[M+H]+,903.254435229549,631,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_165/cfmid_precomputed_ranked_165.txt
120,166,1196964,[M+H]+,197.117068765905,6879,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_166/cfmid_precomputed_ranked_166.txt
121,169,1196967,[M+H]+,586.21728515625,4670,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_169/cfmid_precomputed_ranked_169.txt
122,170,1196898,[M+H]+,317.210941458283,8301,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_170/cfmid_precomputed_ranked_170.txt
123,171,1196968,[M+H]+,647.232372764582,1728,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_171/cfmid_precomputed_ranked_171.txt
124,172,1196879,[M+H]+,337.273350277786,1959,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_172/cfmid_precomputed_ranked_172.txt
125,173,1196969,[M+H]+,417.138772181597,8918,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_173/cfmid_precomputed_ranked_173.txt
126,176,1196972,[M+H]+,611.196249141132,2390,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_176/cfmid_precomputed_ranked_176.txt
127,177,1196973,[M+H]+,813.264282226563,336,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_177/cfmid_precomputed_ranked_177.txt
